objectid,kode_kec_spatial,nama_prop,nama_kab,nama_kec,jumlah_penduduk,kepadatan_penduduk,jumlah_kk,luas_wilayah,pertumbuhan_2022,pertumbuhan_2021,pertumbuhan_2020,perpindahan_pddk,jumlah_desa,jumlah_kelurahan,perdagangan,nelayan,wiraswasta,tidak_blm_sekolah,slta,s1
,531102.0,NUSA TENGGARA TIMUR,SUMBA TIMUR,HAHARU,6749.0,0.95804504,1807.0,520.53,1.0,1.0,2.0,3.0,7.0,,,9.0,70.0,1842.0,898.0,204.0
,710804.0,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,16700.0,10.04331732,5436.0,325.66,1.0,2.0,2.0,58.0,18.0,,5.0,327.0,935.0,3261.0,3471.0,921.0
,710803.0,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,16149.0,9.72769626,5398.0,412.33,1.0,1.0,2.0,57.0,20.0,,2.0,196.0,719.0,3261.0,2787.0,452.0
,720821.0,SULAWESI TENGAH,PARIGI MOUTONG,BOLANO,16473.0,2.84707378,5394.0,155.71,1.0,2.0,2.0,41.0,13.0,,35.0,514.0,731.0,3017.0,2702.0,257.0
,720807.0,SULAWESI TENGAH,PARIGI MOUTONG,BOLANO LAMBUNU,20537.0,3.52366074,6773.0,375.94,1.0,1.0,2.0,60.0,14.0,,36.0,26.0,948.0,3643.0,3562.0,456.0
,531506.0,NUSA TENGGARA TIMUR,MANGGARAI BARAT,BOLENG,20465.0,6.5011248,6063.0,300.04,2.0,2.0,2.0,51.0,11.0,,9.0,1046.0,146.0,4535.0,3100.0,760.0
,750109.0,GORONTALO,GORONTALO,BOLIYOHUTO,18039.0,8.30091596,5967.0,62.93,2.0,2.0,2.0,27.0,13.0,,25.0,13.0,665.0,3556.0,2605.0,686.0
,930305.0,PAPUA SELATAN,MAPPI,HAJU,10682.0,0.4292681,3031.0,,1.0,2.0,2.0,34.0,19.0,,9.0,,85.0,5737.0,677.0,99.0
,730806.0,SULAWESI SELATAN,BONE,LIBURENG,32263.0,7.0353506,10951.0,352.49,1.0,1.0,2.0,132.0,18.0,2.0,54.0,4.0,2207.0,7117.0,6263.0,1223.0
,351024.0,JAWA TIMUR,BANYUWANGI,LICIN,30575.0,8.44694172,12344.0,128.73,1.0,1.0,1.0,73.0,8.0,,189.0,1.0,1092.0,6081.0,3206.0,512.0
,321016.0,JAWA BARAT,MAJALENGKA,LIGUNG,68073.0,50.88372163,25604.0,74.1,1.0,2.0,2.0,170.0,19.0,,78.0,9.0,11855.0,14363.0,9872.0,1223.0
,710606.0,SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,19044.0,18.85291432,6432.0,91.19,1.0,1.0,2.0,59.0,20.0,,3.0,1712.0,236.0,2596.0,4891.0,522.0
,710610.0,SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,5960.0,5.98061974,2104.0,77.56,1.0,1.0,1.0,16.0,7.0,,2.0,1.0,235.0,885.0,2221.0,310.0
,810415.0,MALUKU,BURU,LILIALY,11181.0,2.25141927,3333.0,229.87,1.0,1.0,2.0,83.0,5.0,,11.0,108.0,321.0,2567.0,2992.0,459.0
,930206.0,PAPUA SELATAN,BOVEN DIGOEL,BOMAKIA,2781.0,0.11422739,737.0,,2.0,2.0,3.0,12.0,5.0,,7.0,1.0,44.0,1569.0,244.0,20.0
,920307.0,PAPUA BARAT,FAK FAK,BOMBERAY,2332.0,0.22502849,746.0,2632.19,2.0,2.0,2.0,25.0,7.0,,6.0,20.0,120.0,681.0,467.0,103.0
,950340.0,PAPUA PEGUNUNGAN,YAHUKIMO,BOMELA,5712.0,0.34669568,1558.0,,0.0,0.0,1.0,47.0,6.0,,4.0,1.0,12.0,4212.0,245.0,92.0
,140613.0,RIAU,ROKAN HULU,BONAI DARUSSALAM,27752.0,3.55529776,8092.0,790.24,1.0,2.0,2.0,220.0,7.0,,28.0,57.0,3055.0,11411.0,3724.0,277.0
,332112.0,JAWA TENGAH,DEMAK,BONANG,111499.0,114.13727155,34677.0,89.21,2.0,2.0,2.0,93.0,21.0,,511.0,5515.0,10898.0,26139.0,11543.0,1486.0
,710225.0,SULAWESI UTARA,MINAHASA,TOMPASO BARAT,9422.0,8.29808596,3264.0,18.63,1.0,1.0,1.0,38.0,10.0,,3.0,,999.0,1324.0,2886.0,528.0
,147104.0,RIAU,KOTA PEKANBARU,LIMA PULUH,45021.0,71.13080831,14068.0,5.65,1.0,1.0,1.0,120.0,,4.0,105.0,6.0,5412.0,13464.0,14094.0,3262.0
,121909.0,SUMATERA UTARA,BATU BARA,LIMA PULUH PESISIR,40318.0,44.68091814,12209.0,,2.0,2.0,2.0,155.0,13.0,,34.0,1136.0,6267.0,12369.0,4883.0,559.0
,180624.0,LAMPUNG,TANGGAMUS,LIMAU,20655.0,6.97111405,6117.0,179.16,2.0,2.0,2.0,72.0,11.0,,33.0,261.0,929.0,7059.0,1721.0,136.0
,710502.0,SULAWESI UTARA,MINAHASA SELATAN,TOMPASO BARU,14194.0,9.73096541,5009.0,129.53,1.0,1.0,1.0,63.0,10.0,,11.0,1.0,1537.0,2091.0,4677.0,509.0
,351111.0,JAWA TIMUR,BONDOWOSO,BONDOWOSO,77755.0,50.62469775,27314.0,22.97,1.0,1.0,1.0,199.0,4.0,7.0,707.0,6.0,11878.0,17336.0,19971.0,7147.0
,757103.0,GORONTALO,KOTA GORONTALO,KOTA UTARA,21548.0,300.00140978,6795.0,8.38,2.0,2.0,2.0,61.0,,6.0,2.0,23.0,1192.0,3575.0,6120.0,2111.0
,531215.0,NUSA TENGGARA TIMUR,SUMBA BARAT,KOTA WAIKABUBAK,32149.0,42.20314546,7997.0,65.84,2.0,2.0,2.0,122.0,7.0,6.0,12.0,4.0,1801.0,7910.0,7738.0,3490.0
,730304.0,SULAWESI SELATAN,BANTAENG,TOMPO BULU,26172.0,66.04104162,9249.0,75.29,1.0,1.0,1.0,60.0,6.0,4.0,7.0,6.0,1341.0,8571.0,4096.0,1661.0
,730610.0,SULAWESI SELATAN,GOWA,TOMBOLOPAO,31096.0,16.94873185,9021.0,210.61,1.0,1.0,2.0,38.0,8.0,1.0,68.0,5.0,611.0,12918.0,2472.0,571.0
,730911.0,SULAWESI SELATAN,MAROS,TOMPOBULU,16793.0,11.32405509,5381.0,254.45,2.0,2.0,2.0,33.0,8.0,,7.0,8.0,960.0,7140.0,1881.0,279.0
,920619.0,PAPUA BARAT,TELUK BINTUNI,TOMU,3828.0,0.18627824,911.0,1093.86,2.0,2.0,2.0,24.0,4.0,,3.0,352.0,146.0,1194.0,592.0,80.0
,531101.0,NUSA TENGGARA TIMUR,SUMBA TIMUR,KOTA WAINGAPU,36053.0,5.12656475,9765.0,202.33,1.0,1.0,2.0,101.0,3.0,4.0,8.0,611.0,2318.0,7832.0,9373.0,3334.0
,960318.0,PAPUA BARAT DAYA,RAJA AMPAT,TIPLOL MAYALIBIT,1295.0,,408.0,,1.0,2.0,3.0,1.0,6.0,,,107.0,9.0,445.0,179.0,22.0
,351311.0,JAWA TIMUR,PROBOLINGGO,KOTAANYAR,37543.0,21.60265815,14235.0,41.74,1.0,1.0,2.0,67.0,13.0,,98.0,29.0,1236.0,6812.0,5717.0,1446.0
,180302.0,LAMPUNG,LAMPUNG UTARA,KOTABUMI,57430.0,21.39209322,17790.0,84.42,2.0,2.0,2.0,186.0,4.0,9.0,385.0,3.0,3655.0,14278.0,15323.0,2683.0
,180310.0,LAMPUNG,LAMPUNG UTARA,KOTABUMI SELATAN,72606.0,27.06810464,21720.0,89.33,1.0,2.0,2.0,259.0,9.0,5.0,280.0,5.0,5703.0,18560.0,19710.0,5014.0
,180309.0,LAMPUNG,LAMPUNG UTARA,KOTABUMI UTARA,36012.0,13.39262969,12006.0,179.91,1.0,2.0,2.0,122.0,8.0,,89.0,6.0,2073.0,8414.0,8553.0,817.0
,711002.0,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,16942.0,19.53898553,5926.0,167.67,1.0,1.0,1.0,103.0,15.0,,15.0,333.0,982.0,3177.0,3157.0,625.0
,332406.0,JAWA TENGAH,KENDAL,LIMBANGAN,37354.0,36.9339486,12990.0,76.41,1.0,1.0,2.0,37.0,16.0,,337.0,6.0,2900.0,11572.0,5926.0,1103.0
,732205.0,SULAWESI SELATAN,LUWU UTARA,RONGKONG,4046.0,0.54753047,1221.0,854.08,1.0,1.0,1.0,13.0,7.0,,,,109.0,1164.0,509.0,87.0
,760411.0,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,19265.0,9.36108746,5819.0,66.97,2.0,2.0,2.0,56.0,10.0,1.0,20.0,80.0,1735.0,6751.0,2620.0,608.0
,750101.0,GORONTALO,GORONTALO,LIMBOTO,53157.0,24.41764443,17299.0,105.97,2.0,2.0,2.0,149.0,,14.0,106.0,510.0,2807.0,9656.0,11531.0,4326.0
,750117.0,GORONTALO,GORONTALO,LIMBOTO BARAT,26587.0,12.23636387,9017.0,76.28,2.0,2.0,2.0,31.0,10.0,,36.0,18.0,662.0,4597.0,4639.0,1250.0
,150807.0,JAMBI,BUNGO,LIMBUR LUBUK MENGKUANG,17342.0,3.61680859,5512.0,944.49,2.0,2.0,2.0,35.0,14.0,,24.0,1.0,788.0,6290.0,1969.0,428.0
,741003.0,SULAWESI TENGGARA,BUTON UTARA,BONEGUNU,9578.0,5.34334494,2768.0,394.21,2.0,2.0,3.0,31.0,13.0,2.0,3.0,416.0,769.0,2519.0,1780.0,408.0
,760215.0,SULAWESI BARAT,MAMUJU,BONEHAU,9308.0,1.89953891,2820.0,957.53,2.0,2.0,2.0,40.0,9.0,,7.0,2.0,231.0,3162.0,1420.0,270.0
,750304.0,GORONTALO,BONE BOLANGO,BONEPANTAI,11303.0,5.94124504,3526.0,104.47,1.0,2.0,2.0,14.0,13.0,,2.0,781.0,193.0,1945.0,1936.0,500.0
,640712.0,KALIMANTAN TIMUR,KUTAI BARAT,BONGAN,11850.0,0.84346652,3801.0,2416.09,1.0,2.0,2.0,26.0,16.0,,32.0,11.0,955.0,3557.0,1580.0,330.0
,321222.0,JAWA BARAT,INDRAMAYU,BONGAS,53580.0,25.48534336,20083.0,50.09,1.0,1.0,1.0,125.0,8.0,,60.0,56.0,10845.0,17258.0,6559.0,792.0
,731803.0,SULAWESI SELATAN,TANA TORAJA,BONGGAKARADENG,6986.0,3.42431065,2200.0,245.67,1.0,1.0,2.0,44.0,5.0,1.0,1.0,,114.0,1782.0,1600.0,270.0
,911005.0,PAPUA,SARMI,BONGGO,4945.0,0.33799215,1585.0,668.83,1.0,2.0,2.0,45.0,10.0,,9.0,22.0,237.0,1610.0,842.0,125.0
,911015.0,PAPUA,SARMI,BONGGO TIMUR,3450.0,0.24117926,1087.0,353.63,1.0,2.0,2.0,27.0,5.0,,6.0,8.0,130.0,1213.0,529.0,88.0
,750111.0,GORONTALO,GORONTALO,BONGOMEME,20665.0,9.47710664,6992.0,143.33,2.0,1.0,2.0,51.0,15.0,,22.0,32.0,359.0,4139.0,1918.0,462.0
,130804.0,SUMATERA BARAT,PASAMAN,BONJOL,27260.0,6.93104116,8357.0,211.25,2.0,2.0,2.0,107.0,5.0,,70.0,2.0,2308.0,5993.0,5301.0,1032.0
,327604.0,JAWA BARAT,KOTA DEPOK,LIMO,98758.0,487.22899763,30955.0,11.96,1.0,2.0,2.0,313.0,,4.0,52.0,,6218.0,20296.0,35632.0,8963.0
,647402.0,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,71040.0,436.80741247,22824.0,115.67,2.0,2.0,2.0,450.0,,6.0,580.0,1249.0,3347.0,17291.0,18539.0,3362.0
,647401.0,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,87692.0,539.07717182,28088.0,32.22,2.0,2.0,2.0,523.0,,6.0,406.0,956.0,4060.0,22001.0,25242.0,5821.0
,730801.0,SULAWESI SELATAN,BONE,BONTOCANI,18033.0,3.96355621,5528.0,451.69,1.0,2.0,2.0,42.0,10.0,1.0,23.0,10.0,522.0,4462.0,1903.0,392.0
,730102.0,SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOHARU,15325.0,13.12007749,4603.0,129.17,1.0,1.0,2.0,54.0,6.0,2.0,15.0,1382.0,1035.0,4136.0,2386.0,766.0
,730615.0,SULAWESI SELATAN,GOWA,BONTOLEMPANGANG,17042.0,9.28186864,6012.0,103.18,1.0,1.0,1.0,31.0,8.0,,23.0,2.0,460.0,7296.0,1376.0,337.0
,110401.0,ACEH,ACEH TENGAH,LINGE,11811.0,2.6163628,3668.0,1900.04,2.0,2.0,2.0,16.0,26.0,,9.0,1.0,408.0,3767.0,1829.0,203.0
,210402.0,KEPULAUAN RIAU,LINGGA,LINGGA,12593.0,5.67482006,4014.0,414.23,1.0,2.0,2.0,29.0,10.0,2.0,15.0,1052.0,959.0,4242.0,2002.0,875.0
,121314.0,SUMATERA UTARA,MANDAILING NATAL,LINGGA BAYU,26758.0,4.09072074,7687.0,232.25,1.0,2.0,2.0,73.0,17.0,2.0,55.0,5.0,2924.0,6886.0,4928.0,789.0
,210407.0,KEPULAUAN RIAU,LINGGA,LINGGA TIMUR,5213.0,2.35975899,1777.0,136.61,1.0,2.0,2.0,19.0,8.0,,4.0,607.0,331.0,1981.0,602.0,170.0
,210405.0,KEPULAUAN RIAU,LINGGA,LINGGA UTARA,10379.0,4.69056942,3420.0,315.47,1.0,1.0,2.0,25.0,9.0,1.0,4.0,1337.0,530.0,4130.0,1128.0,315.0
,940214.0,PAPUA TENGAH,PUNCAK JAYA,YAMBI,9567.0,1.60469347,2899.0,,0.0,0.0,0.0,17.0,9.0,,51.0,,6.0,7528.0,285.0,24.0
,730203.0,SULAWESI SELATAN,BULUKUMBA,BONTO BAHARI,30495.0,25.61146991,10060.0,118.44,1.0,1.0,2.0,77.0,4.0,4.0,77.0,1265.0,4617.0,7416.0,4946.0,1203.0
,730204.0,SULAWESI SELATAN,BULUKUMBA,BONTO TIRO,29389.0,24.8875399,10412.0,75.85,1.0,1.0,1.0,58.0,12.0,1.0,29.0,323.0,2962.0,7103.0,5991.0,1663.0
,730905.0,SULAWESI SELATAN,MAROS,BONTOA,31553.0,21.66886356,9571.0,60.11,2.0,2.0,2.0,70.0,8.0,1.0,56.0,1722.0,2138.0,9576.0,4449.0,654.0
,730105.0,SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOSIKUYU,16030.0,13.74057512,5256.0,212.83,1.0,1.0,1.0,82.0,12.0,,19.0,1569.0,937.0,4133.0,2232.0,596.0
,121206.0,SUMATERA UTARA,TOBA,BORBOR,8751.0,3.74015542,2460.0,360.58,1.0,1.0,2.0,47.0,15.0,,2.0,1.0,770.0,1845.0,2916.0,144.0
,950206.0,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,BORME,6894.0,0.49520376,2076.0,,0.0,1.0,1.0,12.0,13.0,,6.0,,6.0,5060.0,254.0,29.0
,330802.0,JAWA TENGAH,MAGELANG,BOROBUDUR,65335.0,57.46281139,22223.0,58.15,1.0,1.0,2.0,48.0,20.0,,160.0,3.0,5868.0,11920.0,13607.0,2122.0
,710201.0,SULAWESI UTARA,MINAHASA,TONDANO BARAT,20305.0,18.11417932,7206.0,25.06,1.0,1.0,1.0,120.0,,9.0,56.0,21.0,4026.0,2672.0,8300.0,1761.0
,940205.0,PAPUA TENGAH,PUNCAK JAYA,YAMO,9568.0,1.59801142,2779.0,,0.0,0.0,1.0,6.0,14.0,,,,10.0,8455.0,139.0,19.0
,730103.0,SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOMATENE,13565.0,11.68517674,4854.0,158.76,1.0,1.0,1.0,64.0,10.0,2.0,22.0,646.0,1146.0,3666.0,2613.0,1015.0
,730601.0,SULAWESI SELATAN,GOWA,BONTONOMPO,46409.0,25.49204439,14517.0,38.21,1.0,2.0,2.0,109.0,11.0,3.0,80.0,46.0,1919.0,14613.0,9798.0,1594.0
,730616.0,SULAWESI SELATAN,GOWA,BONTONOMPO SELATAN,32323.0,17.76395659,9660.0,33.13,1.0,2.0,2.0,65.0,8.0,1.0,35.0,285.0,1436.0,10877.0,5055.0,769.0
,730407.0,SULAWESI SELATAN,JENEPONTO,BONTORAMBA,42033.0,52.73108953,13858.0,98.45,1.0,2.0,2.0,220.0,11.0,1.0,101.0,33.0,1461.0,17333.0,4694.0,947.0
,710218.0,SULAWESI UTARA,MINAHASA,TONDANO SELATAN,17103.0,15.11981447,6068.0,19.08,1.0,1.0,1.0,101.0,,8.0,14.0,44.0,2152.0,2180.0,6595.0,1726.0
,,,,,,,,,,,,,,,,,,,,
,532112.0,NUSA TENGGARA TIMUR,MALAKA,BOTIN LEOBELE,5505.0,4.86042616,1638.0,43.07,1.0,1.0,2.0,6.0,5.0,,,1.0,109.0,1848.0,570.0,129.0
,351122.0,JAWA TIMUR,BONDOWOSO,BOTOLINGGO,29763.0,19.55444144,12054.0,139.93,1.0,1.0,1.0,64.0,8.0,,171.0,1.0,2188.0,8915.0,2452.0,422.0
,710202.0,SULAWESI UTARA,MINAHASA,TONDANO TIMUR,15647.0,13.82778016,5655.0,18.15,1.0,1.0,1.0,78.0,,11.0,11.0,68.0,2177.0,2167.0,6192.0,1169.0
,750206.0,GORONTALO,BOALEMO,BOTUMOITO,15876.0,8.58938261,5237.0,489.65,1.0,2.0,2.0,22.0,9.0,,11.0,580.0,585.0,2789.0,2782.0,623.0
,950422.0,PAPUA PEGUNUNGAN,TOLIKARA,TIMORI,3802.0,1.23009704,1108.0,,0.0,0.0,0.0,8.0,12.0,,1.0,,1.0,2803.0,143.0,16.0
,330905.0,JAWA TENGAH,BOYOLALI,BOYOLALI,75506.0,68.31972453,25810.0,30.43,1.0,1.0,2.0,208.0,6.0,3.0,1408.0,3.0,8875.0,13877.0,21323.0,6728.0
,347114.0,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,KOTAGEDE,35357.0,1073.43307231,11834.0,3.06,1.0,1.0,1.0,76.0,,3.0,81.0,,4896.0,6498.0,9619.0,5360.0
,717404.0,SULAWESI UTARA,KOTA KOTAMOBAGU,KOTAMOBAGU BARAT,41816.0,384.00999146,14082.0,10.17,1.0,1.0,1.0,274.0,,6.0,69.0,10.0,8099.0,6544.0,13514.0,3155.0
,717403.0,SULAWESI UTARA,KOTA KOTAMOBAGU,KOTAMOBAGU SELATAN,33347.0,307.03534662,11143.0,15.43,1.0,1.0,1.0,121.0,6.0,3.0,16.0,5.0,4408.0,5347.0,8250.0,1938.0
,950134.0,PAPUA PEGUNUNGAN,JAYAWIJAYA,BPIRI,1825.0,0.68771134,433.0,,0.0,1.0,1.0,17.0,7.0,,4.0,,9.0,1020.0,159.0,46.0
,710216.0,SULAWESI UTARA,MINAHASA,TONDANO UTARA,13122.0,11.62653651,4552.0,19.37,1.0,1.0,1.0,68.0,3.0,5.0,23.0,3.0,1970.0,1876.0,5196.0,1301.0
,717402.0,SULAWESI UTARA,KOTA KOTAMOBAGU,KOTAMOBAGU TIMUR,30904.0,284.07702974,10722.0,17.68,1.0,1.0,1.0,152.0,4.0,6.0,11.0,4.0,3766.0,4581.0,9601.0,2342.0
,732616.0,SULAWESI SELATAN,TORAJA UTARA,TONDON,11981.0,9.25349886,3620.0,20.65,1.0,2.0,2.0,53.0,4.0,,2.0,,459.0,4962.0,2164.0,358.0
,731012.0,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,TONDONG TALLASA,10382.0,11.73118179,3509.0,117.77,1.0,2.0,2.0,17.0,6.0,,2.0,1.0,295.0,1952.0,1924.0,611.0
,321110.0,JAWA BARAT,SUMEDANG,BUAHDUA,34021.0,21.51252327,13808.0,113.28,1.0,1.0,1.0,81.0,14.0,,44.0,3.0,5299.0,5105.0,6062.0,1011.0
,720108.0,SULAWESI TENGAH,BANGGAI,BUALEMO,19545.0,2.35953937,6711.0,919.95,1.0,1.0,1.0,35.0,20.0,,4.0,228.0,964.0,3253.0,3258.0,548.0
,160917.0,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUANA PEMACA,17120.0,3.87526286,4991.0,264.36,2.0,2.0,2.0,67.0,8.0,,20.0,3.0,556.0,4283.0,1998.0,149.0
,351314.0,JAWA TIMUR,PROBOLINGGO,KRAKSAAN,69335.0,39.99454918,24216.0,39.88,1.0,2.0,2.0,139.0,13.0,5.0,351.0,1654.0,11171.0,16660.0,12723.0,3805.0
,332815.0,JAWA TENGAH,TEGAL,KRAMAT,121449.0,122.61497854,39918.0,44.4,1.0,2.0,2.0,187.0,19.0,1.0,37.0,954.0,4752.0,23658.0,23436.0,5305.0
,317504.0,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,325368.0,1749.7170391,105620.0,13.34,1.0,2.0,2.0,1135.0,,7.0,57.0,3.0,26277.0,51797.0,132849.0,36063.0
,351323.0,JAWA TIMUR,PROBOLINGGO,TONGAS,69450.0,39.95859693,24281.0,75.92,1.0,1.0,2.0,173.0,14.0,,169.0,812.0,5290.0,18964.0,5180.0,825.0
,740215.0,SULAWESI TENGGARA,KONAWE,TONGAUNA,11194.0,2.09291997,3513.0,163.09,2.0,2.0,2.0,30.0,5.0,5.0,8.0,1.0,1038.0,2867.0,2721.0,572.0
,740327.0,SULAWESI TENGGARA,MUNA,TONGKUNO,17371.0,9.15615187,5491.0,377.0,1.0,2.0,2.0,86.0,9.0,3.0,7.0,153.0,576.0,4324.0,4279.0,905.0
,940220.0,PAPUA TENGAH,PUNCAK JAYA,YAMONERI,9182.0,1.51231418,2513.0,,1.0,1.0,1.0,25.0,16.0,,,,3.0,8093.0,258.0,38.0
,920807.0,PAPUA BARAT,KAIMANA,YAMOR,1911.0,0.10325383,483.0,3264.92,1.0,2.0,2.0,6.0,6.0,,,3.0,9.0,853.0,117.0,11.0
,180813.0,LAMPUNG,WAY KANAN,BUAY BAHUGA,22029.0,6.23631149,7415.0,64.06,1.0,1.0,2.0,61.0,9.0,,87.0,1.0,1391.0,5772.0,3273.0,509.0
,160802.0,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUAY MADANG,38677.0,11.26023964,12540.0,81.5,1.0,1.0,1.0,63.0,17.0,,126.0,6.0,1770.0,9977.0,6874.0,1029.0
,160812.0,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUAY MADANG TIMUR,58562.0,17.01870299,19334.0,145.85,1.0,1.0,2.0,120.0,30.0,,205.0,3.0,2083.0,15199.0,10759.0,1638.0
,160909.0,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUAY PEMACA,45936.0,10.43542464,13785.0,553.67,1.0,1.0,1.0,272.0,22.0,,95.0,,1270.0,10716.0,4693.0,419.0
,940207.0,PAPUA TENGAH,PUNCAK JAYA,TORERE,3971.0,0.65784748,1109.0,,0.0,0.0,0.0,15.0,13.0,,,,3.0,3560.0,52.0,7.0
,332313.0,JAWA TENGAH,TEMANGGUNG,KRANGGAN,50737.0,58.35917644,17388.0,52.82,1.0,1.0,1.0,47.0,12.0,1.0,604.0,3.0,1297.0,15865.0,7513.0,1392.0
,720813.0,SULAWESI TENGAH,PARIGI MOUTONG,TORIBULU,17461.0,2.99021119,5430.0,200.79,1.0,1.0,2.0,75.0,9.0,,27.0,155.0,773.0,3202.0,3304.0,327.0
,352702.0,JAWA TIMUR,SAMPANG,TORJUN,41925.0,33.99058174,13636.0,47.55,2.0,2.0,2.0,83.0,12.0,,417.0,13.0,6625.0,14540.0,3053.0,884.0
,331504.0,JAWA TENGAH,GROBOGAN,TOROH,121327.0,59.74803456,43947.0,127.93,1.0,1.0,1.0,94.0,16.0,,1141.0,6.0,18234.0,25233.0,14371.0,2190.0
,160907.0,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUAY RUNJUNG,13091.0,2.99433404,4061.0,135.28,1.0,1.0,1.0,84.0,14.0,,31.0,1.0,490.0,2856.0,1918.0,150.0
,720809.0,SULAWESI TENGAH,PARIGI MOUTONG,TORUE,20227.0,3.49093377,6699.0,271.88,1.0,1.0,2.0,75.0,7.0,,28.0,160.0,1846.0,3302.0,5298.0,759.0
,930214.0,PAPUA SELATAN,BOVEN DIGOEL,YANIRUMA,1245.0,0.05255054,406.0,,2.0,2.0,3.0,6.0,3.0,,,,14.0,851.0,72.0,7.0
,910502.0,PAPUA,KEPULAUAN YAPEN,YAPEN BARAT,10328.0,4.21896807,2582.0,214.92,1.0,2.0,2.0,79.0,16.0,1.0,4.0,1027.0,128.0,4000.0,1505.0,125.0
,910501.0,PAPUA,KEPULAUAN YAPEN,YAPEN SELATAN,36185.0,15.08750407,11410.0,6.04,1.0,1.0,2.0,714.0,10.0,3.0,83.0,541.0,3246.0,7304.0,11428.0,2814.0
,910503.0,PAPUA,KEPULAUAN YAPEN,YAPEN TIMUR,7098.0,2.96743968,2342.0,130.72,1.0,2.0,2.0,179.0,11.0,,4.0,212.0,470.0,1605.0,2338.0,206.0
,910507.0,PAPUA,KEPULAUAN YAPEN,YAPEN UTARA,3330.0,1.37462279,876.0,418.64,2.0,3.0,2.0,18.0,7.0,,,83.0,39.0,922.0,608.0,83.0
,910315.0,PAPUA,JAYAPURA,YAPSI,7971.0,0.56120445,2507.0,1222.86,1.0,1.0,2.0,80.0,9.0,,8.0,2.0,470.0,2374.0,1587.0,156.0
,330502.0,JAWA TENGAH,KEBUMEN,BUAYAN,69528.0,51.80271344,23459.0,70.98,1.0,2.0,2.0,76.0,20.0,,11.0,96.0,1546.0,11898.0,10201.0,999.0
,110506.0,ACEH,ACEH BARAT,BUBON,7000.0,2.46651572,2321.0,75.54,1.0,2.0,2.0,4.0,17.0,,13.0,14.0,529.0,1248.0,1595.0,191.0
,352205.0,JAWA TIMUR,BOJONEGORO,BUBULAN,15700.0,6.78060059,5674.0,77.28,1.0,1.0,1.0,25.0,5.0,,9.0,2.0,2733.0,3886.0,2436.0,301.0
,940110.0,PAPUA TENGAH,NABIRE,YARO,8589.0,0.57715985,2691.0,,1.0,1.0,1.0,86.0,8.0,,17.0,20.0,467.0,2990.0,1459.0,168.0
,111705.0,ACEH,BENER MERIAH,BUKIT,32216.0,16.6362675,9539.0,111.54,2.0,2.0,2.0,60.0,40.0,,52.0,1.0,2111.0,9328.0,8164.0,2330.0
,140303.0,RIAU,BENGKALIS,BUKIT BATU,22896.0,2.64566537,6994.0,533.5,1.0,2.0,2.0,53.0,9.0,1.0,24.0,98.0,2612.0,5245.0,5770.0,1693.0
,710401.0,SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,6413.0,6.36967218,2126.0,19.38,1.0,1.0,1.0,34.0,4.0,3.0,14.0,83.0,489.0,855.0,1829.0,436.0
,180301.0,LAMPUNG,LAMPUNG UTARA,BUKIT KEMUNING,44067.0,16.42300765,13896.0,176.04,1.0,1.0,2.0,166.0,7.0,1.0,547.0,5.0,2606.0,11184.0,8936.0,1172.0
,620215.0,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,BUKIT SANTUAI,7782.0,0.49280023,2555.0,1785.33,1.0,1.0,2.0,10.0,14.0,,8.0,1.0,178.0,2263.0,672.0,72.0
,731002.0,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,LIUKANG KALMAS,15314.0,17.04553764,4456.0,36.92,1.0,2.0,2.0,34.0,6.0,1.0,11.0,3215.0,250.0,3683.0,1122.0,312.0
,620613.0,KALIMANTAN TENGAH,KATINGAN,BUKIT RAYA,3958.0,0.19345255,1217.0,1062.13,1.0,2.0,3.0,1.0,11.0,,,,106.0,938.0,489.0,71.0
