objectid,kode_kec_spatial,nama_prop,nama_kab,nama_kec,jumlah_penduduk,kepadatan_penduduk,jumlah_kk,luas_wilayah,pertumbuhan_2022,pertumbuhan_2021,pertumbuhan_2020,perpindahan_pddk,jumlah_desa,jumlah_kelurahan,perdagangan,nelayan,wiraswasta,tidak_blm_sekolah,slta,s1
,130515.0,SUMATERA BARAT,PADANG PARIAMAN,2 X 11 KAYU TANAM,29520.0,21.86675368,9193.0,208.72,1.0,1.0,1.0,156.0,4.0,,21.0,4.0,604.0,5320.0,7513.0,1068.0
,530518.0,NUSA TENGGARA TIMUR,ALOR,ABAD SELATAN,6615.0,2.20654595,1794.0,,1.0,1.0,1.0,18.0,7.0,,,50.0,19.0,1438.0,856.0,156.0
,510705.0,BALI,KARANGASEM,ABANG,88271.0,104.42300108,26610.0,134.7,1.0,2.0,2.0,103.0,14.0,,208.0,1428.0,5434.0,31935.0,9859.0,1444.0
,917103.0,PAPUA,KOTA JAYAPURA,ABEPURA,121955.0,146.15687528,40720.0,149.91,1.0,1.0,1.0,977.0,3.0,8.0,200.0,204.0,14618.0,26284.0,43019.0,11900.0
,510303.0,BALI,BADUNG,ABIANSEMAL,99364.0,248.13353764,27538.0,66.98,1.0,1.0,1.0,120.0,18.0,,741.0,1.0,10671.0,18210.0,32337.0,6979.0
,950208.0,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,ABOY,3271.0,0.24367515,1098.0,,0.0,0.0,0.0,4.0,7.0,,,,4.0,2967.0,43.0,8.0
,740210.0,SULAWESI TENGGARA,KONAWE,ABUKI,8510.0,1.57366056,2667.0,361.7,2.0,2.0,2.0,24.0,11.0,1.0,2.0,3.0,630.0,2329.0,1780.0,354.0
,960406.0,PAPUA BARAT DAYA,TAMBRAUW,ABUN,834.0,0.06524566,276.0,,1.0,1.0,2.0,1.0,5.0,,,1.0,18.0,337.0,130.0,21.0
,180306.0,LAMPUNG,LAMPUNG UTARA,ABUNG BARAT,21556.0,8.05266092,6588.0,83.25,1.0,2.0,2.0,80.0,14.0,,181.0,2.0,714.0,5567.0,4128.0,346.0
,180322.0,LAMPUNG,LAMPUNG UTARA,ABUNG KUNANG,10339.0,3.83920303,3294.0,63.93,1.0,2.0,2.0,36.0,7.0,,39.0,,403.0,2678.0,2207.0,145.0
,150903.0,JAMBI,TEBO,TEBO ULU,34539.0,5.66947757,11298.0,176.5,1.0,2.0,2.0,53.0,16.0,1.0,1.0,2.0,1451.0,10993.0,4178.0,903.0
,950603.0,PAPUA PEGUNUNGAN,YALIMO,ABENAHO,35160.0,11.17145069,9232.0,,0.0,0.0,0.0,69.0,108.0,,51.0,5.0,134.0,22439.0,3177.0,629.0
,180305.0,LAMPUNG,LAMPUNG UTARA,ABUNG TIMUR,39137.0,14.52326149,12845.0,140.98,1.0,2.0,2.0,101.0,12.0,,74.0,3.0,1620.0,10145.0,6110.0,530.0
,330103.0,JAWA TENGAH,CILACAP,ADIPALA,99324.0,42.40840715,32817.0,75.51,1.0,1.0,2.0,131.0,16.0,,629.0,194.0,5129.0,25324.0,15003.0,1891.0
,332811.0,JAWA TENGAH,TEGAL,ADIWERNA,140192.0,141.75105016,46035.0,27.11,1.0,2.0,2.0,379.0,21.0,,100.0,59.0,7743.0,25430.0,27835.0,4366.0
,122304.0,SUMATERA UTARA,LABUHANBATU UTARA,AEK KUO,34684.0,9.47120914,10028.0,300.32,1.0,1.0,1.0,945.0,8.0,,95.0,5.0,3161.0,10814.0,6516.0,626.0
,531118.0,NUSA TENGGARA TIMUR,SUMBA TIMUR,LEWA TIDAHU,7757.0,1.09707684,2045.0,333.01,1.0,2.0,2.0,5.0,6.0,,,1.0,57.0,1808.0,1218.0,241.0
,327803.0,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,64517.0,350.08888816,22520.0,7.01,1.0,1.0,2.0,174.0,,5.0,237.0,1.0,5361.0,8785.0,19975.0,6321.0
,,,,,,,,,,,,,,,,,,,,
,110602.0,ACEH,ACEH BESAR,LHOKNGA,17932.0,6.18576596,5572.0,88.31,1.0,2.0,2.0,14.0,28.0,,18.0,106.0,1532.0,3324.0,6565.0,1113.0
,110804.0,ACEH,ACEH UTARA,LHOKSUKON,51599.0,19.00781997,15402.0,142.76,2.0,2.0,2.0,70.0,75.0,,75.0,51.0,4050.0,12928.0,12219.0,1650.0
,110601.0,ACEH,ACEH BESAR,LHOONG,10444.0,3.60231121,3291.0,150.41,2.0,2.0,2.0,3.0,28.0,,24.0,155.0,446.0,1735.0,2902.0,317.0
,352616.0,JAWA TIMUR,BANGKALAN,MODUNG,44190.0,33.90160104,14422.0,84.88,1.0,2.0,2.0,153.0,17.0,,158.0,22.0,10440.0,16237.0,2583.0,909.0
,950229.0,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,MOFINOP,1428.0,0.10471269,554.0,,0.0,0.0,0.0,6.0,5.0,,,,2.0,1140.0,21.0,1.0
,332701.0,JAWA TENGAH,PEMALANG,MOGA,79871.0,69.57103532,24736.0,43.9,1.0,2.0,2.0,168.0,10.0,,800.0,27.0,9521.0,18306.0,6744.0,1087.0
,720114.0,SULAWESI TENGAH,BANGGAI,MOILONG,19826.0,2.3995254,6658.0,142.13,1.0,2.0,2.0,59.0,16.0,,3.0,320.0,1998.0,3732.0,3791.0,641.0
,350602.0,JAWA TIMUR,KEDIRI,MOJO,82381.0,53.8146437,28419.0,143.19,1.0,1.0,1.0,101.0,20.0,,1505.0,4.0,9428.0,17023.0,10615.0,1809.0
,351706.0,JAWA TIMUR,JOMBANG,MOJOAGUNG,83844.0,75.11837345,28794.0,63.34,1.0,1.0,2.0,131.0,18.0,,3179.0,7.0,4799.0,13938.0,19521.0,3170.0
,337601.0,JAWA TENGAH,KOTA TEGAL,TEGAL BARAT,70228.0,1791.63147793,23659.0,12.25,1.0,2.0,2.0,424.0,,7.0,19.0,5122.0,4040.0,17052.0,16054.0,3898.0
,750315.0,GORONTALO,BONE BOLANGO,BULANGO SELATAN,11817.0,6.17046709,3795.0,5.63,2.0,2.0,2.0,9.0,10.0,,3.0,10.0,450.0,2096.0,2763.0,809.0
,120918.0,SUMATERA UTARA,ASAHAN,AEK KUASAN,26763.0,7.14906777,8479.0,149.78,1.0,1.0,2.0,147.0,6.0,1.0,37.0,1.0,4838.0,7240.0,5603.0,539.0
,720608.0,SULAWESI TENGAH,MOROWALI,BUNGKU BARAT,18679.0,3.85589933,7486.0,417.59,2.0,2.0,2.0,104.0,10.0,,7.0,462.0,1228.0,3785.0,6100.0,1041.0
,720615.0,SULAWESI TENGAH,MOROWALI,BUNGKU PESISIR,7799.0,1.70318379,2724.0,372.64,2.0,2.0,2.0,31.0,10.0,,4.0,518.0,390.0,1667.0,2131.0,320.0
,720606.0,SULAWESI TENGAH,MOROWALI,BUNGKU SELATAN,14987.0,3.35845021,5118.0,89.04,2.0,2.0,2.0,54.0,26.0,,3.0,3224.0,353.0,3281.0,3069.0,479.0
,720605.0,SULAWESI TENGAH,MOROWALI,BUNGKU TENGAH,33576.0,7.36144471,12063.0,583.77,2.0,2.0,2.0,201.0,13.0,6.0,29.0,772.0,2830.0,7546.0,10600.0,3175.0
,720618.0,SULAWESI TENGAH,MOROWALI,BUNGKU TIMUR,14277.0,3.11418307,4911.0,395.71,2.0,2.0,2.0,69.0,10.0,,4.0,484.0,918.0,3509.0,4095.0,760.0
,721208.0,SULAWESI TENGAH,MOROWALI UTARA,BUNGKU UTARA,17105.0,1.9355527,5760.0,2304.93,2.0,2.0,2.0,49.0,23.0,,6.0,541.0,700.0,5044.0,2903.0,673.0
,127404.0,SUMATERA UTARA,KOTA TANJUNG BALAI,TELUK NIBUNG,43096.0,704.58782794,12403.0,11.93,2.0,2.0,2.0,94.0,,5.0,71.0,1905.0,4986.0,14744.0,6887.0,602.0
,120322.0,SUMATERA UTARA,TAPANULI SELATAN,AEK BILAH,7518.0,1.7993185,1970.0,323.42,1.0,1.0,1.0,45.0,12.0,,3.0,,131.0,2317.0,1033.0,131.0
,940217.0,PAPUA TENGAH,PUNCAK JAYA,DOKOME,4446.0,0.74972562,1356.0,,1.0,1.0,1.0,13.0,9.0,,1.0,,6.0,3872.0,132.0,22.0
,140311.0,RIAU,BENGKALIS,RUPAT UTARA,17013.0,1.95813591,4884.0,389.94,2.0,2.0,2.0,49.0,8.0,,3.0,1245.0,1667.0,6637.0,1542.0,306.0
,122111.0,SUMATERA UTARA,PADANG LAWAS,AEK NABARA BARUMUN,14503.0,3.67181491,3700.0,266.97,1.0,2.0,2.0,47.0,25.0,,44.0,,906.0,5716.0,2326.0,414.0
,122307.0,SUMATERA UTARA,LABUHANBATU UTARA,AEK NATAS,39976.0,10.82551798,10926.0,608.58,1.0,2.0,2.0,405.0,11.0,1.0,88.0,2.0,3758.0,12488.0,7108.0,743.0
,120921.0,SUMATERA UTARA,ASAHAN,AEK SONGSONGAN,18865.0,5.05935262,5790.0,279.38,1.0,1.0,2.0,97.0,9.0,,22.0,2.0,2801.0,5678.0,4561.0,425.0
,741110.0,SULAWESI TENGGARA,KOLAKA TIMUR,AERE,8744.0,2.17606325,2804.0,211.43,2.0,2.0,2.0,75.0,11.0,,6.0,3.0,189.0,2283.0,1287.0,219.0
,717204.0,SULAWESI UTARA,KOTA BITUNG,AERTEMBAGA,29980.0,95.56477539,10132.0,62.72,1.0,1.0,2.0,178.0,,10.0,26.0,2229.0,1594.0,6067.0,8709.0,894.0
,531601.0,NUSA TENGGARA TIMUR,NAGEKEO,AESESA,47203.0,33.53975607,11943.0,431.3,1.0,1.0,2.0,199.0,12.0,6.0,19.0,381.0,2636.0,7028.0,11364.0,4069.0
,531607.0,NUSA TENGGARA TIMUR,NAGEKEO,AESESA SELATAN,8231.0,5.83813936,2023.0,89.98,2.0,2.0,2.0,19.0,7.0,,1.0,,189.0,1339.0,1593.0,435.0
,122409.0,SUMATERA UTARA,NIAS UTARA,AFULU,12394.0,10.02944134,3027.0,151.0,1.0,1.0,2.0,141.0,9.0,,2.0,230.0,352.0,4675.0,1130.0,204.0
,940507.0,PAPUA TENGAH,PUNCAK,AGANDUGUME,3789.0,0.48915528,1433.0,,0.0,0.0,0.0,22.0,7.0,,,,8.0,3117.0,109.0,21.0
,930401.0,PAPUA SELATAN,ASMAT,AGATS,24027.0,0.9491389,7033.0,,2.0,2.0,3.0,298.0,12.0,,13.0,275.0,1552.0,9771.0,4080.0,2167.0
,940705.0,PAPUA TENGAH,INTAN JAYA,AGISIGA,14699.0,2.70149941,4264.0,,0.0,0.0,0.0,8.0,10.0,,1.0,1.0,111.0,12914.0,382.0,69.0
,320322.0,JAWA BARAT,CIANJUR,AGRABINTA,39861.0,10.86341503,16100.0,199.96,1.0,1.0,1.0,110.0,11.0,,34.0,51.0,3407.0,9107.0,2428.0,256.0
,960501.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT,3899.0,0.72859894,1249.0,,1.0,1.0,2.0,39.0,23.0,,,1.0,73.0,1239.0,904.0,405.0
,960504.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT SELATAN,2430.0,0.42668715,698.0,,1.0,1.0,2.0,12.0,16.0,,2.0,,19.0,933.0,474.0,105.0
,960503.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT TIMUR,1170.0,0.16283926,314.0,,1.0,2.0,2.0,5.0,9.0,,,,8.0,513.0,210.0,41.0
,960513.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT TIMUR JAUH,666.0,0.12124748,187.0,,1.0,1.0,1.0,5.0,7.0,,1.0,,16.0,270.0,95.0,22.0
,960514.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT TIMUR SELATAN,411.0,0.07761324,106.0,,1.0,1.0,2.0,0.0,6.0,,,,3.0,158.0,61.0,15.0
,960512.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT TIMUR TENGAH,1812.0,0.32716395,556.0,,1.0,2.0,1.0,10.0,12.0,,1.0,,13.0,714.0,374.0,84.0
,960502.0,PAPUA BARAT DAYA,MAYBRAT,AIFAT UTARA,3147.0,0.57987117,917.0,,1.0,1.0,1.0,10.0,20.0,,1.0,,47.0,880.0,804.0,331.0
,170506.0,BENGKULU,SELUMA,AIR PERIUKAN,23697.0,9.75797685,7668.0,159.35,2.0,2.0,2.0,85.0,15.0,1.0,62.0,24.0,1888.0,5705.0,4600.0,725.0
,610805.0,KALIMANTAN BARAT,LANDAK,AIR BESAR,25006.0,2.95087805,7625.0,1620.36,2.0,2.0,2.0,61.0,16.0,,10.0,3.0,269.0,8565.0,2464.0,296.0
,121427.0,SUMATERA UTARA,NIAS SELATAN,BORONADU,7699.0,3.03353118,1778.0,18.39,1.0,1.0,1.0,53.0,10.0,,2.0,3.0,196.0,3878.0,547.0,121.0
,531901.0,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,BORONG,44252.0,18.25296188,12625.0,176.23,1.0,1.0,2.0,126.0,15.0,3.0,2.0,539.0,1860.0,6785.0,9845.0,3197.0
,730704.0,SULAWESI SELATAN,SINJAI,SINJAI TENGAH,29572.0,34.02739574,9214.0,138.27,1.0,2.0,2.0,69.0,10.0,1.0,19.0,37.0,1260.0,9002.0,3445.0,1109.0
,730703.0,SULAWESI SELATAN,SINJAI,SINJAI TIMUR,36200.0,41.50505522,11045.0,78.76,2.0,2.0,2.0,85.0,12.0,1.0,41.0,1903.0,2325.0,10869.0,5122.0,2028.0
,730705.0,SULAWESI SELATAN,SINJAI,SINJAI UTARA,52552.0,59.969211,15388.0,30.68,2.0,2.0,2.0,224.0,,6.0,210.0,1525.0,7013.0,14339.0,11314.0,5426.0
,730308.0,SULAWESI SELATAN,BANTAENG,SINOA,14219.0,35.85450509,4938.0,39.77,2.0,2.0,2.0,19.0,6.0,,14.0,6.0,778.0,5460.0,1312.0,283.0
,710508.0,SULAWESI UTARA,MINAHASA SELATAN,SINONSAYANG,19311.0,13.26019949,6860.0,104.64,1.0,1.0,1.0,120.0,13.0,,3.0,214.0,1451.0,2889.0,5641.0,515.0
,360135.0,BANTEN,PANDEGLANG,SOBANG,41284.0,14.76033534,14864.0,137.41,1.0,2.0,2.0,129.0,8.0,,131.0,18.0,7457.0,7607.0,4689.0,646.0
,347101.0,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,TEGALREJO,37437.0,1135.71406807,13045.0,3.05,1.0,1.0,1.0,98.0,,4.0,155.0,,3904.0,6065.0,10912.0,5121.0
,747106.0,SULAWESI TENGGARA,KOTA KENDARI,ABELI,17703.0,65.86754254,5398.0,39.73,2.0,2.0,2.0,55.0,,7.0,9.0,1008.0,2470.0,4045.0,4725.0,752.0
,810402.0,MALUKU,BURU,AIR BUAYA,12082.0,2.43959699,3367.0,1143.72,1.0,1.0,2.0,68.0,10.0,,2.0,123.0,156.0,3351.0,2457.0,382.0
,352602.0,JAWA TIMUR,BANGKALAN,SOCAH,63253.0,47.6714603,20199.0,58.65,1.0,1.0,2.0,131.0,11.0,,120.0,500.0,17799.0,20164.0,7481.0,1612.0
,320612.0,JAWA BARAT,TASIKMALAYA,SODONGHILIR,71169.0,26.08306801,26544.0,100.02,1.0,2.0,2.0,329.0,12.0,,62.0,9.0,12127.0,12979.0,8689.0,1367.0
,330819.0,JAWA TENGAH,MAGELANG,TEGALREJO,54992.0,48.29010702,18117.0,38.7,1.0,1.0,2.0,64.0,21.0,,77.0,1.0,3410.0,10489.0,9753.0,1493.0
,620217.0,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELAGA ANTANG,20674.0,1.32116782,6646.0,1685.58,1.0,2.0,2.0,14.0,18.0,,19.0,3.0,435.0,6220.0,2110.0,240.0
,190303.0,KEP. BANGKA BELITUNG,BANGKA SELATAN,AIRGEGAS,43644.0,12.01476611,14408.0,1027.87,1.0,1.0,2.0,109.0,10.0,,28.0,16.0,1823.0,11118.0,4015.0,732.0
,320434.0,JAWA BARAT,BANDUNG,SOLOKANJERUK,91086.0,52.03858131,30984.0,24.48,2.0,2.0,2.0,590.0,7.0,,141.0,,2438.0,18422.0,19449.0,1981.0
,352415.0,JAWA TIMUR,LAMONGAN,SOLOKURO,49904.0,28.35608857,15953.0,89.9,1.0,1.0,1.0,88.0,10.0,,13.0,141.0,10406.0,13514.0,9489.0,2135.0
,530606.0,NUSA TENGGARA TIMUR,FLORES TIMUR,SOLOR BARAT,11583.0,6.59759099,3240.0,123.39,1.0,1.0,1.0,78.0,14.0,1.0,,24.0,176.0,1233.0,2317.0,685.0
,611208.0,KALIMANTAN BARAT,KUBU RAYA,TELUK PAKEDAI,20750.0,2.41364959,6637.0,415.79,2.0,2.0,2.0,61.0,14.0,,35.0,1086.0,758.0,7700.0,1698.0,201.0
,640813.0,KALIMANTAN TIMUR,KUTAI TIMUR,TELUK PANDAN,14247.0,0.4535756,4988.0,989.75,2.0,2.0,2.0,59.0,6.0,,37.0,31.0,1015.0,4712.0,2138.0,266.0
,180910.0,LAMPUNG,PESAWARAN,TELUK PANDAN,38790.0,29.9663297,11858.0,126.59,1.0,2.0,2.0,275.0,10.0,,146.0,431.0,1596.0,11931.0,5911.0,617.0
,150121.0,JAMBI,KERINCI,AIR HANGAT BARAT,11151.0,3.20591339,4208.0,14.13,1.0,1.0,2.0,15.0,12.0,,61.0,,785.0,2184.0,2484.0,961.0
,950444.0,PAPUA PEGUNUNGAN,TOLIKARA,LI ANOGOMMA,4511.0,1.46956129,1107.0,,0.0,0.0,0.0,2.0,10.0,,2.0,1.0,4.0,3480.0,202.0,20.0
,920309.0,PAPUA BARAT,FAK FAK,TELUK PATIPI,4355.0,0.44255945,1136.0,204.61,2.0,2.0,3.0,18.0,13.0,,2.0,149.0,31.0,1385.0,664.0,110.0
,620211.0,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELUK SAMPIT,11226.0,0.72015741,3609.0,590.91,1.0,1.0,2.0,11.0,6.0,,10.0,447.0,163.0,3561.0,581.0,95.0
,610421.0,KALIMANTAN BARAT,KETAPANG,AIR UPAS,20996.0,0.69689949,7258.0,590.21,1.0,2.0,2.0,54.0,9.0,,62.0,4.0,944.0,5725.0,2989.0,434.0
,317401.0,DKI JAKARTA,JAKARTA SELATAN,TEBET,240402.0,1669.41259262,80658.0,9.55,1.0,1.0,1.0,858.0,,7.0,33.0,1.0,15715.0,35124.0,94016.0,33306.0
,720705.0,SULAWESI TENGAH,BANGGAI KEPULAUAN,LIANG,10297.0,4.29462746,3383.0,124.63,1.0,1.0,2.0,32.0,16.0,,2.0,879.0,435.0,1630.0,2043.0,496.0
,747203.0,SULAWESI TENGGARA,KOTA BAU BAU,SORAWOLIO,9158.0,30.98216137,2533.0,112.4,2.0,2.0,2.0,45.0,,4.0,9.0,8.0,228.0,2679.0,2035.0,407.0
,320437.0,JAWA BARAT,BANDUNG,SOREANG,120802.0,68.9418862,40425.0,25.28,1.0,2.0,2.0,601.0,10.0,,253.0,4.0,7840.0,20738.0,32716.0,5110.0
,121816.0,SUMATERA UTARA,SERDANG BEDAGAI,TEBING SYAHBANDAR,33792.0,17.21236623,10735.0,142.13,1.0,1.0,2.0,162.0,10.0,,36.0,5.0,5044.0,11139.0,6665.0,503.0
,170613.0,BENGKULU,MUKO MUKO,AIR MAJUNTO,12497.0,2.96737339,3841.0,58.27,2.0,2.0,2.0,18.0,8.0,,34.0,1.0,1517.0,3400.0,2069.0,532.0
,180626.0,LAMPUNG,TANGGAMUS,AIR NANINGAN,31108.0,10.50959563,9708.0,130.17,2.0,2.0,2.0,124.0,10.0,,53.0,5.0,1248.0,13436.0,3140.0,331.0
,170316.0,BENGKULU,BENGKULU UTARA,AIR NAPAL,10129.0,2.23829047,3111.0,83.65,2.0,2.0,2.0,15.0,12.0,,8.0,178.0,1529.0,2636.0,1922.0,319.0
,170108.0,BENGKULU,BENGKULU SELATAN,AIR NIPIS,13263.0,10.68471758,4309.0,207.77,1.0,2.0,2.0,21.0,10.0,,10.0,1.0,767.0,3418.0,2863.0,442.0
,170320.0,BENGKULU,BENGKULU UTARA,AIR PADANG,6781.0,1.49353234,2281.0,100.45,2.0,2.0,2.0,4.0,10.0,,2.0,,714.0,1892.0,995.0,108.0
,161104.0,SUMATERA SELATAN,EMPAT LAWANG,TEBING TINGGI,71063.0,31.59979177,22738.0,554.05,1.0,1.0,1.0,744.0,20.0,6.0,175.0,4.0,5113.0,19567.0,13498.0,2005.0
,180319.0,LAMPUNG,LAMPUNG UTARA,ABUNG PEKURUN,13200.0,4.90240152,4086.0,183.05,2.0,2.0,2.0,33.0,9.0,,20.0,3.0,457.0,3608.0,2260.0,158.0
,120102.0,SUMATERA UTARA,TAPANULI TENGAH,SORKAM,17135.0,7.4117825,4586.0,141.38,1.0,1.0,2.0,133.0,17.0,4.0,18.0,266.0,971.0,4163.0,3928.0,444.0
,950428.0,PAPUA PEGUNUNGAN,TOLIKARA,AIRGARAM,4002.0,1.34949472,919.0,,0.0,0.0,0.0,3.0,8.0,,,,,2783.0,109.0,16.0
,710603.0,SULAWESI UTARA,MINAHASA UTARA,AIRMADIDI,30381.0,30.49272311,10566.0,85.72,1.0,1.0,1.0,159.0,3.0,6.0,12.0,21.0,2568.0,4503.0,12023.0,2272.0
,160107.0,SUMATERA SELATAN,OGAN KOMERING ULU,SOSOH BUAY RAYAP,14395.0,3.79547262,4494.0,222.72,1.0,1.0,2.0,53.0,11.0,,14.0,,571.0,4766.0,1844.0,116.0
,122101.0,SUMATERA UTARA,PADANG LAWAS,SOSOPAN,10928.0,2.79403323,2951.0,416.66,1.0,1.0,2.0,33.0,22.0,,19.0,2.0,683.0,3753.0,1755.0,395.0
,160214.0,SUMATERA SELATAN,OGAN KOMERING ILIR,AIR SUGIHAN,35853.0,2.04576878,12168.0,2904.17,1.0,1.0,2.0,99.0,19.0,,54.0,123.0,947.0,6784.0,4321.0,595.0
,530208.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANATUN SELATAN,18827.0,4.78522182,5319.0,85.08,1.0,1.0,1.0,48.0,13.0,,25.0,,268.0,5626.0,3767.0,476.0
,530209.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANATUN UTARA,16326.0,4.07866365,4888.0,108.9,0.0,1.0,1.0,34.0,9.0,,4.0,1.0,207.0,4731.0,2813.0,386.0
,121407.0,SUMATERA UTARA,NIAS SELATAN,AMANDRAYA,14501.0,5.72342016,3479.0,83.72,1.0,1.0,2.0,109.0,21.0,,3.0,91.0,505.0,6496.0,1299.0,357.0
,530207.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN BARAT,26189.0,6.67530944,6807.0,117.78,1.0,1.0,1.0,88.0,8.0,,40.0,5.0,896.0,5638.0,7333.0,1340.0
,530206.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,24976.0,6.27715539,6746.0,336.32,1.0,1.0,1.0,54.0,10.0,,13.0,5.0,349.0,6018.0,4547.0,469.0
,530205.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,17090.0,4.30672507,4761.0,90.36,1.0,1.0,2.0,47.0,10.0,1.0,16.0,,704.0,4367.0,4064.0,647.0
,,,,,,,,,,,,,,,,,,,,
,910316.0,PAPUA,JAYAPURA,AIRU,1687.0,0.11866034,435.0,1626.82,1.0,1.0,1.0,23.0,6.0,,,,34.0,933.0,144.0,7.0
,960506.0,PAPUA BARAT DAYA,MAYBRAT,AITINYO,3033.0,0.49445947,889.0,,1.0,2.0,1.0,27.0,17.0,,,1.0,40.0,964.0,739.0,246.0
,530204.0,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,16396.0,4.20960192,4622.0,153.61,0.0,1.0,1.0,30.0,10.0,,11.0,1.0,329.0,4511.0,3206.0,416.0
,940417.0,PAPUA TENGAH,MIMIKA,AMAR,2538.0,0.13547227,692.0,,1.0,1.0,2.0,0.0,6.0,,,88.0,1.0,1083.0,97.0,3.0
,530109.0,NUSA TENGGARA TIMUR,KUPANG,AMARASI,19380.0,3.80277659,5504.0,143.92,0.0,1.0,1.0,41.0,8.0,1.0,22.0,4.0,717.0,4274.0,3315.0,700.0
,530117.0,NUSA TENGGARA TIMUR,KUPANG,AMARASI BARAT,17711.0,3.43968959,4799.0,168.8,1.0,1.0,1.0,31.0,7.0,1.0,19.0,5.0,565.0,3760.0,2961.0,514.0
,530118.0,NUSA TENGGARA TIMUR,KUPANG,AMARASI SELATAN,12963.0,2.54900701,3451.0,146.42,1.0,1.0,1.0,27.0,3.0,2.0,11.0,3.0,441.0,2787.0,2028.0,433.0
,120109.0,SUMATERA UTARA,TAPANULI TENGAH,SOSORGADONG,15328.0,6.62571062,3979.0,208.68,1.0,1.0,1.0,122.0,8.0,1.0,4.0,201.0,848.0,3970.0,3293.0,250.0
,,,,,,,,,,,,,,,,,,,,
,960522.0,PAPUA BARAT DAYA,MAYBRAT,AITINYO TENGAH,1461.0,0.27146066,495.0,,1.0,2.0,2.0,15.0,14.0,,,,38.0,396.0,364.0,128.0
,960507.0,PAPUA BARAT DAYA,MAYBRAT,AITINYO UTARA,1614.0,0.22856914,533.0,,1.0,1.0,1.0,15.0,12.0,,,,46.0,487.0,385.0,149.0
,730818.0,SULAWESI SELATAN,BONE,AJANGALE,28168.0,6.15782017,9418.0,118.67,1.0,1.0,2.0,177.0,12.0,2.0,76.0,24.0,3576.0,6691.0,3186.0,811.0
,330214.0,JAWA TENGAH,BANYUMAS,AJIBARANG,107790.0,77.16117494,36664.0,69.81,1.0,1.0,2.0,109.0,15.0,,202.0,8.0,5290.0,25129.0,12387.0,2227.0
,,,,,,,,,,,,,,,,,,,,
,350917.0,JAWA TIMUR,JEMBER,AJUNG,85662.0,25.74287904,29760.0,61.26,1.0,1.0,2.0,300.0,7.0,,1295.0,12.0,15503.0,24412.0,9126.0,1453.0
,940223.0,PAPUA TENGAH,PUNCAK JAYA,GUBUME,6424.0,1.0631136,1798.0,,0.0,0.0,0.0,22.0,17.0,,,,4.0,5643.0,117.0,31.0
,930404.0,PAPUA SELATAN,ASMAT,AKAT,2725.0,0.10929309,662.0,,1.0,1.0,2.0,4.0,5.0,,,6.0,22.0,1443.0,143.0,27.0
,537101.0,NUSA TENGGARA TIMUR,KOTA KUPANG,ALAK,80931.0,501.27405325,24863.0,65.79,1.0,1.0,2.0,461.0,,12.0,204.0,1148.0,5369.0,16431.0,25261.0,5423.0
,630405.0,KALIMANTAN SELATAN,BARITO KUALA,ALALAK,63000.0,25.55870775,20423.0,102.2,1.0,2.0,2.0,223.0,15.0,3.0,73.0,4.0,7993.0,11976.0,13855.0,3419.0
,157109.0,JAMBI,KOTA JAMBI,ALAM BARAJO,113139.0,653.81106265,33095.0,36.22,2.0,2.0,2.0,463.0,,7.0,395.0,20.0,7620.0,19850.0,36581.0,15247.0
,150106.0,JAMBI,KERINCI,GUNUNG KERINCI,13625.0,3.87728303,4997.0,314.77,2.0,2.0,2.0,19.0,15.0,1.0,48.0,1.0,748.0,3378.0,2261.0,466.0
,210104.0,KEPULAUAN RIAU,BINTAN,GUNUNG KIJANG,17583.0,12.99928862,5270.0,215.98,2.0,2.0,2.0,73.0,3.0,1.0,11.0,864.0,749.0,7018.0,2956.0,562.0
,950815.0,PAPUA PEGUNUNGAN,NDUGA,ALAMA,2646.0,0.45643787,1108.0,,0.0,0.0,0.0,0.0,4.0,,,,,2395.0,55.0,10.0
,180810.0,LAMPUNG,WAY KANAN,GUNUNG LABUHAN,31686.0,8.96535433,9542.0,137.01,2.0,2.0,2.0,127.0,21.0,,36.0,4.0,1718.0,8090.0,5367.0,472.0
