kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,jumlah_penduduk
Padang Pariaman,batanggasan,51.822,97.694,28.62,58.778,Tree Cover,0.663,1.143,31.051,2024,10,1,-0.4372,100.0143,11851.0
Padang Pariaman,enamlingkung,51.496,98.329,31.77,49.859,Unknown,0.673,0.535,31.189,2024,10,1,-0.6297,100.2667,21341.0
Padang Pariaman,ivkotoaurmalintang,44.07,81.624,27.09,337.141,Tree Cover,0.729,3.708,31.051,2024,10,1,-0.3694,100.0796,22226.0
Padang Pariaman,nansabaris,54.316,100.031,29.71,19.238,Unknown,0.699,0.277,31.097,2024,10,1,-0.653,100.1911,31710.0
Padang Pariaman,padangsago,48.813,90.347,28.27,129.011,Tree Cover,0.776,1.486,31.097,2024,10,1,-0.5354,100.2093,9393.0
Padang Pariaman,sungailimau,55.068,101.143,28.77,45.677,Tree Cover,0.713,1.017,31.051,2024,10,1,-0.5064,100.0773,31238.0
Padang Pariaman,ulakantapakis,54.157,100.316,31.67,9.91,Unknown,0.634,0.179,31.189,2024,10,1,-0.701,100.2162,21513.0
Padang Pariaman,vkototimur,45.697,87.212,26.9,289.163,Unknown,0.732,3.428,31.051,2024,10,1,-0.4885,100.1884,15524.0
Pati,tambakromo,15.248,27.483,33.83,128.968,Tree Cover,0.546,1.766,19.821,2024,10,1,-6.9023,111.0492,58310.0
Pati,winong,11.6,21.541,35.19,55.614,Unknown,0.5,0.869,19.821,2024,10,1,-6.8478,111.0989,66525.0
Pesisir Selatan,batangkapas,29.348,61.771,26.53,563.282,Unknown,0.802,7.294,29.688,2024,10,1,-1.3916,100.6664,37622.0
Pulang Pisau,banamatingang,43.509,73.371,28.59,46.316,Tree Cover,0.595,0.249,23.516,2024,10,1,-1.7125,113.9025,10822.0
Rokan Hulu,tambusai,50.566,77.431,28.83,71.757,Unknown,0.82,0.361,32.164,2024,10,1,1.0991,100.2624,60878.0
Samosir,simanindo,38.675,62.569,23.27,1245.922,Unknown,0.636,6.212,38.077,2024,10,1,2.6664,98.8059,24853.0
Sanggau,tayanhulu,62.514,112.916,27.28,63.362,Tree Cover,0.778,0.922,30.347,2024,10,1,0.3481,110.2634,39485.0
Serdang Bedagai,bintangbayu,53.286,90.334,29.9,98.641,Unknown,0.801,0.503,31.732,2024,10,1,3.2967,98.9273,13158.0
Serdang Bedagai,dolokmasihul,53.2,92.474,30.07,58.463,Tree Cover,0.775,0.308,31.695,2024,10,1,3.3266,99.0206,55518.0
Serdang Bedagai,seirampah,53.669,89.318,31.57,21.183,Unknown,0.739,0.179,31.674,2024,10,1,3.4567,99.0723,75061.0
Serdang Bedagai,sipispis,56.588,102.6,30.19,173.563,Unknown,0.803,1.327,31.544,2024,10,1,3.1628,99.0149,35082.0
Serdang Bedagai,tebingsyahbandar,54.75,88.846,31.1,35.497,Tree Cover,0.755,0.312,32.459,2024,10,1,3.2948,99.2048,33792.0
Serdang Bedagai,tebingtinggi,55.356,92.238,31.17,27.333,Tree Cover,0.716,0.208,31.667,2024,10,1,3.3382,99.148,71063.0
Simalungun,gunungmaligas,50.892,100.699,30.33,185.31,Tree Cover,0.679,0.599,31.967,2024,10,1,3.0475,99.154,35800.0
Tapanuli Selatan,angkolaselatan,49.34,98.7,27.55,332.183,Tree Cover,0.775,5.695,37.255,2024,10,1,1.3182,99.1496,33434.0
Tapanuli Selatan,batangangkola,44.648,88.511,26.98,400.885,Tree Cover,0.758,5.977,37.287,2024,10,1,1.2284,99.24,22322.0
Tapanuli Selatan,muarabatangtoru,57.906,116.269,29.25,31.142,Tree Cover,0.746,0.667,37.085,2024,10,1,1.3875,98.8994,17885.0
Tapanuli Selatan,sipirok,36.121,65.106,24.34,952.712,Tree Cover,0.681,6.118,37.272,2024,10,1,1.6034,99.2995,35987.0
Aceh Barat,aronganlambalek,66.331,137.058,30.16,10.723,Tree Cover,0.703,0.196,36.829,2024,11,1,4.336,95.9498,12289.0
Aceh Barat,woylabarat,68.802,136.094,30.08,31.918,Tree Cover,0.735,0.385,35.127,2024,11,1,4.4144,95.9848,8047.0
Aceh Jaya,teunom,73.14,142.126,28.62,185.542,Unknown,0.736,2.643,33.233,2024,11,1,4.5602,95.9162,14505.0
Aceh Singkil,singkil,125.87,189.961,26.38,17.789,Unknown,0.635,0.283,38.233,2024,11,1,2.3313,97.8025,54008.0
Aceh Tenggara,babussalam,75.311,151.206,26.66,194.297,Tree Cover,0.575,2.987,38.252,2024,11,1,3.4886,97.8058,28723.0
Aceh Tenggara,bambel,72.002,141.248,27.92,848.137,Unknown,0.483,11.361,38.242,2024,11,1,3.439,97.9022,20204.0
Aceh Tenggara,darulhasanah,72.475,135.291,19.58,1672.928,Unknown,0.493,10.321,38.219,2024,11,1,3.522,97.5635,16003.0
Aceh Tenggara,lawealas,76.125,148.987,27.35,222.344,Tree Cover,0.605,5.017,38.242,2024,11,1,3.4336,97.8192,18309.0
Asahan,simpangempat,72.739,110.949,27.89,7.942,Tree Cover,0.528,0.129,34.662,2024,11,1,2.9011,99.746,85813.0
Asahan,telukdalam,67.589,107.921,28.71,22.09,Unknown,0.526,0.231,31.694,2024,11,1,2.8098,99.6687,26456.0
Asahan,tinggiraja,66.021,109.139,28.33,56.529,Tree Cover,0.468,0.382,32.712,2024,11,1,2.8324,99.54,20930.0
Bandung,arjasari,87.675,115.173,27.85,943.668,Tree Cover,0.676,4.711,31.408,2024,11,1,-7.0672,107.6411,112953.0
Bandung,baleendah,76.627,96.959,30.37,700.969,Unknown,0.474,2.32,31.589,2024,11,1,-7.0123,107.6388,270306.0
Bandung,bojongsoang,74.784,95.852,30.86,664.544,Unknown,0.369,0.093,32.135,2024,11,1,-6.9837,107.6646,109483.0
Bandung,cangkuang,87.268,114.266,29.27,782.8,Tree Cover,0.606,3.312,31.408,2024,11,1,-7.0575,107.5419,84247.0
Bandung,ciparay,79.251,103.156,28.83,791.542,Cropland,0.485,2.593,31.448,2024,11,1,-7.0454,107.6981,180480.0
Bandung,dayeuhkolot,77.181,97.636,33.05,668.262,Unknown,0.353,0.279,32.233,2024,11,1,-6.9728,107.6131,104955.0
Bandung,katapang,77.955,100.571,31.79,666.401,Unknown,0.443,0.163,31.686,2024,11,1,-7.0038,107.5604,134793.0
Bandung,kertasari,115.051,165.239,22.01,1763.098,Tree Cover,0.536,5.858,31.219,2024,11,1,-7.2412,107.6791,74511.0
Bandung,majalaya,77.533,100.303,31.01,696.275,Unknown,0.384,0.93,31.34,2024,11,1,-7.0537,107.7434,166861.0
Bandung,pacet,99.993,135.351,24.42,1287.814,Unknown,0.607,7.474,31.408,2024,11,1,-7.1342,107.6971,126819.0
Bandung,paseh,85.856,108.587,28.26,914.925,Unknown,0.57,4.702,31.156,2024,11,1,-7.0688,107.7955,143174.0
Bandung Barat,gununghalu,113.453,153.414,25.54,1188.289,Tree Cover,0.677,4.67,32.395,2024,11,1,-7.0426,107.3012,81273.0
Bengkayang,sanggauledo,56.781,109.129,29.98,27.684,Tree Cover,0.72,0.298,26.565,2024,11,1,1.1441,109.6154,15662.0
Bengkayang,sungairayakepulauan,65.699,120.163,29.71,20.752,Unknown,0.472,0.543,26.451,2024,11,1,0.7499,108.9206,28514.0
Bima,bolo,12.168,41.573,37.3,70.277,Unknown,0.414,2.006,22.515,2024,11,1,-8.504,118.6272,53704.0
Blitar,binangun,54.116,85.064,30.9,238.047,Unknown,0.678,1.537,25.039,2024,11,1,-8.2083,112.3377,71863.0
Blitar,wates,52.748,97.313,29.67,267.948,Unknown,0.518,3.115,25.039,2024,11,1,-8.2931,112.3392,92885.0
Bone Bolango,kabila,25.089,40.743,32.04,15.39,Cropland,0.644,0.211,32.278,2024,11,1,0.5451,123.1034,24374.0
Bone Bolango,suwawa,24.251,38.252,25.72,473.232,Tree Cover,0.799,8.183,32.278,2024,11,1,0.5796,123.1809,13879.0
Bone Bolango,suwawaselatan,24.389,38.782,25.86,261.103,Tree Cover,0.793,6.37,32.278,2024,11,1,0.4979,123.1758,6057.0
Cilacap,adipala,128.542,168.579,30.15,9.403,Unknown,0.357,0.241,32.338,2024,11,1,-7.6641,109.1665,99324.0
Cilacap,bantarsari,126.764,157.035,29.96,70.393,Unknown,0.613,1.59,38.064,2024,11,1,-7.5379,108.9102,77896.0
Cilacap,cilacapselatan,150.765,202.781,28.37,55.33,Unknown,0.601,1.762,37.428,2024,11,1,-7.7333,108.9168,84882.0
Cilacap,cilacaptengah,149.903,197.862,31.24,7.602,Mangroves,0.499,0.223,36.468,2024,11,1,-7.691,108.9906,90203.0
Cilacap,cilacaputara,132.918,171.715,31.59,8.303,Unknown,0.427,0.202,32.338,2024,11,1,-7.6716,109.0348,85291.0
Cilacap,cipari,117.596,139.872,29.73,79.679,Unknown,0.728,2.378,38.122,2024,11,1,-7.4049,108.7762,68932.0
Cilacap,jeruklegi,124.195,154.316,29.59,65.34,Unknown,0.604,1.484,34.211,2024,11,1,-7.5936,109.0163,80713.0
Cilacap,kawunganten,131.426,163.066,29.6,27.264,Unknown,0.612,0.609,38.046,2024,11,1,-7.6023,108.9396,89242.0
Cilacap,kesugihan,127.692,166.132,30.52,33.27,Tree Cover,0.458,1.036,32.338,2024,11,1,-7.6262,109.0915,140640.0
Cilacap,kroya,120.577,157.301,29.71,11.185,Unknown,0.497,0.158,32.45,2024,11,1,-7.6264,109.2372,119953.0
Cilacap,nusawungu,98.484,126.413,29.09,9.658,Unknown,0.452,0.167,32.738,2024,11,1,-7.6729,109.3449,90754.0
Cilacap,sidareja,121.02,146.813,30.4,64.397,Tree Cover,0.649,1.306,38.125,2024,11,1,-7.4626,108.7982,64823.0
Deli Serdang,bangunpurba,53.011,110.828,29.4,108.297,Tree Cover,0.539,0.545,31.97,2024,11,1,3.371,98.8205,25523.0
Deli Serdang,batangkuis,44.266,85.797,30.63,9.079,Unknown,0.227,0.134,39.536,2024,11,1,3.6249,98.8214,72056.0
Deli Serdang,beringin,48.306,89.512,29.494,9.882,Unknown,0.297,0.12,39.536,2024,11,1,3.6233,98.8777,65958.0
Deli Serdang,hamparanperak,46.638,99.083,30.27,6.46,Tree Cover,0.282,0.075,34.519,2024,11,1,3.7666,98.6009,176276.0
Deli Serdang,kutalimbaru,56.166,113.51,28.98,345.596,Unknown,0.423,1.993,33.098,2024,11,1,3.4161,98.5214,39739.0
Deli Serdang,patumbak,47.409,94.285,28.79,56.4,Tree Cover,0.331,0.396,33.004,2024,11,1,3.4949,98.7224,103830.0
Deli Serdang,percutseituan,45.879,92.444,31.03,9.028,Unknown,0.256,0.09,36.936,2024,11,1,3.6578,98.751,412976.0
Deli Serdang,sibolangit,61.645,122.767,26.79,689.981,Unknown,0.383,4.959,32.491,2024,11,1,3.3036,98.5653,21513.0
Deli Serdang,stmhilir,52.505,107.313,29.39,180.932,Tree Cover,0.518,1.151,31.965,2024,11,1,3.374,98.7216,34894.0
Deli Serdang,sunggal,41.387,86.258,31.18,24.713,Tree Cover,0.38,0.169,34.514,2024,11,1,3.6144,98.5796,249558.0
Deli Serdang,tanjungmorawa,46.309,92.582,28.48,26.548,Unknown,0.253,0.255,37.546,2024,11,1,3.5319,98.8065,238100.0
Dharmasraya,kotobesar,50.596,94.75,27.78,176.677,Unknown,0.547,1.161,36.016,2024,11,1,-1.2285,101.5767,28214.0
Donggala,riopakava,20.761,29.032,25.8,519.605,Unknown,0.777,5.152,34.54,2024,11,1,-1.2994,119.6262,23155.0
Gresik,kebomas,25.218,48.046,34.36,18.94,Built-Up,0.3,0.6,31.5,2024,11,1,-7.178,112.6188,112665.0
Gresik,manyar,26.791,47.058,34.08,4.75,Unknown,0.259,0.116,31.5,2024,11,1,-7.0981,112.5917,119730.0
Grobogan,geyer,76.384,111.147,29.98,93.926,Tree Cover,0.652,0.695,36.238,2024,11,1,-7.2303,110.9365,68584.0
Grobogan,purwodadi,60.519,89.309,34.02,29.777,Unknown,0.389,0.091,36.417,2024,11,1,-7.0985,110.9155,144223.0
Grobogan,toroh,63.79,94.248,32.01,52.75,Cropland,0.542,0.54,36.379,2024,11,1,-7.16,110.9192,121327.0
Indragiri Hilir,gaung,74.314,107.002,29.13,20.76,Tree Cover,0.681,0.138,34.121,2024,11,1,-0.054,102.9898,42447.0
Indramayu,kandanghaur,49.326,75.015,33.48,2.818,Unknown,0.223,0.051,33.894,2024,11,1,-6.3562,108.0926,97604.0
Jember,semboro,51.299,91.949,29.81,34.237,Unknown,0.65,0.358,30.875,2024,11,1,-8.1826,113.4376,50049.0
Jember,tanggul,58.489,112.776,26.13,600.013,Unknown,0.489,4.911,30.931,2024,11,1,-8.0961,113.4984,93921.0
Jember,tempurejo,43.664,78.312,28.01,283.529,Unknown,0.749,5.311,25.654,2024,11,1,-8.4118,113.7639,81515.0
Kampar,kamparkiri,60.628,102.729,29.0,96.188,Tree Cover,0.702,1.446,38.945,2024,11,1,-0.0083,101.1168,36252.0
Karawang,pangkalan,112.704,141.274,30.93,80.878,Tree Cover,0.677,1.096,35.794,2024,11,1,-6.4634,107.2281,41404.0
Karawang,tegalwaru,117.829,144.316,29.84,272.577,Tree Cover,0.673,4.904,36.381,2024,11,1,-6.522,107.243,56085.0
Karawang,telukjambebarat,96.207,130.293,31.56,42.015,Unknown,0.507,0.526,35.971,2024,11,1,-6.3574,107.2456,59034.0
Karawang,tirtajaya,43.653,57.042,30.89,1.909,Unknown,0.439,0.043,35.826,2024,11,1,-6.0295,107.2533,75383.0
Kebumen,adimulyo,170.281,223.77,29.89,11.289,Cropland,0.46,0.079,37.829,2024,11,1,-7.6747,109.5582,39053.0
Kebumen,alian,145.743,191.845,29.78,110.868,Unknown,0.687,2.968,37.343,2024,11,1,-7.6308,109.7084,70726.0
Kebumen,karanganyar,177.706,232.007,29.97,68.372,Tree Cover,0.624,2.127,37.829,2024,11,1,-7.6115,109.5673,88719.0
Kebumen,karanggayam,168.494,221.169,28.56,184.684,Tree Cover,0.73,3.408,38.049,2024,11,1,-7.5473,109.6175,62700.0
Kebumen,karangsambung,149.759,196.622,29.1,182.142,Tree Cover,0.659,3.943,37.571,2024,11,1,-7.572,109.7026,50360.0
Kebumen,kebumen,142.141,180.721,30.93,29.361,Unknown,0.446,0.591,37.829,2024,11,1,-7.6824,109.6812,136446.0
Kebumen,kuwarasan,160.957,217.518,30.72,13.419,Unknown,0.395,0.325,37.264,2024,11,1,-7.6593,109.5118,53252.0
Kebumen,sempor,161.448,212.63,28.14,167.112,Unknown,0.55,3.059,36.055,2024,11,1,-7.5496,109.5122,72871.0
Kebumen,sruweng,176.171,228.639,30.07,81.877,Tree Cover,0.641,1.756,37.829,2024,11,1,-7.6432,109.6113,64246.0
Kerinci,danaukerinci,37.916,59.634,21.53,1271.297,Unknown,0.628,7.757,35.185,2024,11,1,-2.0322,101.5812,14019.0
Ketapang,hulusungai,60.385,83.232,27.03,268.14,Unknown,0.655,3.669,35.923,2024,11,1,-0.9991,110.9731,14267.0
Ketapang,nangatayap,59.105,73.973,28.1,106.757,Unknown,0.657,2.134,28.192,2024,11,1,-1.4816,110.5672,37407.0
Ketapang,simpangdua,60.19,85.036,28.46,55.332,Tree Cover,0.676,0.869,31.141,2024,11,1,-0.7593,110.2479,9944.0
Ketapang,simpanghulu,59.145,91.26,29.02,69.196,Unknown,0.655,1.101,32.193,2024,11,1,-0.546,110.2374,36354.0
Ketapang,sungailaur,60.453,83.902,28.63,90.279,Tree Cover,0.609,1.115,34.215,2024,11,1,-0.8243,110.5244,19111.0
Kota Binjai,binjaibarat,41.708,87.29,29.93,35.065,Unknown,0.491,0.137,34.539,2024,11,1,3.6184,98.4685,53353.0
Kota Binjai,binjaikota,45.034,92.779,30.703333333333333,36.799,Tree Cover,0.425,0.149,34.539,2024,11,1,3.6001,98.4771,34519.0
Kota Binjai,binjaiselatan,47.248,97.093,30.34,50.847,Tree Cover,0.536,0.297,34.539,2024,11,1,3.5648,98.4715,61656.0
Kota Binjai,binjaitimur,42.421,88.016,31.84,36.238,Tree Cover,0.466,0.207,34.516,2024,11,1,3.5951,98.5167,68447.0
Kota Madiun,taman,48.855,65.716,34.31,75.081,Unknown,0.431,0.182,35.369,2024,11,1,-7.6471,111.5274,200405.0
Kota Medan,medanjohor,46.1,93.792,41.91,42.119,Unknown,0.279,0.225,34.514,2024,11,1,3.5292,98.6696,159652.0
Kota Medan,medanselayang,42.092,84.969,41.91,34.843,Unknown,0.37,0.212,34.514,2024,11,1,3.5526,98.6339,111115.0
Kota Sukabumi,baros,123.868,189.937,31.8,489.92,Unknown,0.536,1.394,39.064,2024,11,1,-6.9598,106.9324,63692.0
Kota Sukabumi,cibeureum,123.101,182.285,32.35,560.865,Unknown,0.543,1.835,39.064,2024,11,1,-6.9414,106.9481,73021.0
Kota Sukabumi,cikole,124.233,185.947,33.02,649.585,Unknown,0.487,2.601,39.064,2024,11,1,-6.9152,106.9393,66166.0
Kota Sukabumi,citamiang,124.329,186.334,33.19,548.857,Unknown,0.502,1.899,39.064,2024,11,1,-6.9373,106.931,55734.0
Kota Sukabumi,gunungpuyuh,126.364,189.009,32.35,627.284,Unknown,0.539,2.118,39.064,2024,11,1,-6.9085,106.9175,50705.0
Kota Sukabumi,lembursitu,125.694,196.025,30.11,445.73,Unknown,0.603,1.615,39.064,2024,11,1,-6.9652,106.9001,43546.0
Kota Sukabumi,warudoyong,124.329,186.334,32.02,546.437,Unknown,0.517,1.697,39.064,2024,11,1,-6.9307,106.9131,61853.0
Kotawaringin Barat,arututara,55.807,73.414,27.92,76.818,Tree Cover,0.722,1.159,38.264,2024,11,1,-2.0193,111.8979,9139.0
Kotawaringin Barat,kotawaringinlama,56.852,80.325,29.04,26.701,Unknown,0.471,0.22,31.307,2024,11,1,-2.4713,111.4168,20622.0
Kotawaringin Barat,kumai,44.367,62.902,28.34,18.436,Unknown,0.545,0.201,26.377,2024,11,1,-2.9352,111.837,56144.0
Kotawaringin Timur,cempagahulu,55.59,88.88,27.57,29.719,Tree Cover,0.713,0.24,33.712,2024,11,1,-1.9688,113.0509,20648.0
Kuantan Singingi,hulukuantan,66.211,101.92,26.29,172.075,Tree Cover,0.646,1.714,39.17,2024,11,1,-0.5819,101.3516,9941.0
Kuantan Singingi,inuman,61.782,92.983,23.61,57.356,Tree Cover,0.44,0.422,39.166,2024,11,1,-0.4883,101.801,16995.0
Kuantan Singingi,kuantanhilir,62.28,93.371,25.81,69.289,Tree Cover,0.47,0.433,39.168,2024,11,1,-0.472,101.7699,14757.0
Kuantan Singingi,pangean,62.601,93.875,26.23,72.926,Unknown,0.464,0.369,39.171,2024,11,1,-0.4628,101.6897,21051.0
Kuantan Singingi,singingihilir,61.863,104.918,27.41,109.369,Tree Cover,0.634,1.103,39.113,2024,11,1,-0.2183,101.3027,45324.0
Labuhanbatu Utara,kualuhhilir,64.248,97.371,23.8,3.881,Unknown,0.664,0.062,35.055,2024,11,1,2.5413,99.9672,35256.0
Labuhanbatu Utara,kualuhhulu,67.446,104.185,26.36,73.473,Tree Cover,0.598,0.991,37.519,2024,11,1,2.5493,99.6392,78613.0
Labuhanbatu Utara,kualuhleidong,72.137,106.378,25.06,5.315,Tree Cover,0.662,0.118,34.644,2024,11,1,2.698,99.9159,35892.0
Labuhanbatu Utara,kualuhselatan,64.186,97.85,25.02,79.885,Unknown,0.605,1.356,38.07,2024,11,1,2.4717,99.6492,69187.0
Lamandau,bulik,56.499,73.997,28.4,53.476,Tree Cover,0.615,0.675,30.105,2024,11,1,-2.1143,111.4239,43705.0
Landak,meranti,60.217,129.122,29.55,106.642,Unknown,0.491,0.871,38.64,2024,11,1,0.7385,109.7419,24065.0
Langkat,babalan,45.273,101.16,30.77,3.727,Unknown,0.161,0.063,34.555,2024,11,1,4.0327,98.3356,60115.0
Langkat,hinai,49.161,110.786,29.87,8.112,Unknown,0.193,0.091,34.555,2024,11,1,3.833,98.4285,57257.0
Langkat,seilepan,58.301,125.267,29.11,66.419,Unknown,0.392,1.107,38.281,2024,11,1,3.884,98.1754,52030.0
Lima Puluh Kota,akabiluru,55.616,95.488,26.0,701.92,Tree Cover,0.662,5.031,33.147,2024,11,1,-0.2216,100.5194,30232.0
Madiun,wungu,47.09,66.253,29.46,155.578,Tree Cover,0.7,1.261,35.371,2024,11,1,-7.656,111.5947,59070.0
Malang,bantur,39.986,65.525,30.58,270.034,Tree Cover,0.531,1.718,25.847,2024,11,1,-8.3141,112.5523,78414.0
Malang,pagak,43.432,72.437,30.94,419.417,Tree Cover,0.49,2.043,28.095,2024,11,1,-8.2457,112.518,52739.0
Melawi,belimbinghulu,51.434,77.468,27.48,211.439,Tree Cover,0.412,3.484,37.338,2024,11,1,-0.4787,111.5345,10572.0
Muara Enim,lawangkidul,59.237,98.079,29.69,102.858,Tree Cover,0.496,0.892,37.205,2024,11,1,-3.7747,103.8317,76102.0
Padang Lawas,huristak,61.741,130.231,29.3,101.706,Tree Cover,0.764,0.582,38.059,2024,11,1,1.3819,99.9084,16377.0
Padang Lawas,sosa,76.517,132.13,29.45,378.387,Unknown,0.69,3.65,38.501,2024,11,1,1.0065,99.8743,19903.0
Padang Lawas,sosopan,79.554,134.714,28.25,691.327,Tree Cover,0.674,6.509,38.194,2024,11,1,1.2052,99.5585,10928.0
Pasaman,raoselatan,81.372,130.072,28.97,422.087,Tree Cover,0.582,5.51,38.438,2024,11,1,0.5227,100.0616,27287.0
Pasaman,raoutara,80.245,131.614,25.76,819.126,Unknown,0.643,7.747,38.935,2024,11,1,0.7386,99.966,12493.0
Paser,longikis,32.157,46.128,27.99,111.851,Tree Cover,0.664,1.655,33.914,2024,11,1,-1.5555,116.1747,44140.0
Pekalongan,tirto,39.072,60.587,32.26,7.867,Unknown,0.427,0.076,33.753,2024,11,1,-6.9009,109.637,77513.0
Penajam Paser Utara,sepaku,33.07,57.253,27.34,112.356,Unknown,0.709,1.472,33.676,2024,11,1,-0.9455,116.7166,40322.0
Pesisir Selatan,bayang,61.971,156.52,29.29,93.146,Unknown,0.621,3.855,32.755,2024,11,1,-1.258,100.5329,44411.0
Pidie,delima,39.43,108.261,31.76,18.106,Cropland,0.586,0.262,30.297,2024,11,1,5.3369,95.8997,22196.0
Pidie,glumpangbaro,34.087,86.088,32.51,13.313,Unknown,0.418,0.189,31.864500000000003,2024,11,1,5.28,96.0305,11534.0
Pidie,glumpangtiga,40.735,101.295,29.83,117.377,Tree Cover,0.692,2.596,36.452,2024,11,1,5.2126,96.0267,19562.0
Pidie,keumala,46.218,124.418,29.37,139.62,Unknown,0.733,2.526,35.806,2024,11,1,5.2235,95.8649,10846.0
Pidie,kotasigli,37.433,103.697,33.53,5.26,Unknown,0.276,0.123,30.297,2024,11,1,5.3832,95.9582,19896.0
Pidie,mane,55.732,115.447,22.34,921.772,Tree Cover,0.699,7.137,31.826,2024,11,1,4.8856,96.0987,8865.0
Pidie,mutiara,36.302,95.083,33.09,20.64,Unknown,0.46,0.163,30.297,2024,11,1,5.2872,95.9741,21218.0
Pidie,mutiaratimur,36.976,96.151,32.34,27.998,Unknown,0.513,0.256,32.727,2024,11,1,5.2561,95.9877,36045.0
Pidie,padangtiji,39.524,110.243,29.2,162.129,Tree Cover,0.652,2.874,30.349,2024,11,1,5.3536,95.8174,24951.0
Pidie,peukanbaro,37.777,99.052,33.04,15.838,Unknown,0.5,0.133,30.297,2024,11,1,5.3209,95.9629,21146.0
Pidie,simpangtiga,37.962,101.239,32.14,8.194,Unknown,0.427,0.178,30.297,2024,11,1,5.3421,95.9922,23834.0
Poso,pamonabarat,47.484,86.962,23.79,897.822,Unknown,0.69,6.997,25.987,2024,11,1,-1.9318,120.5167,10379.0
Pulang Pisau,jabirenraya,41.729,56.867,27.48,13.188,Tree Cover,0.558,0.126,33.477,2024,11,1,-2.4475,114.1937,9742.0
Pulang Pisau,kahayanhilir,39.451,59.903,26.3,9.482,Unknown,0.463,0.106,33.565,2024,11,1,-2.7614,114.2028,33974.0
Pulang Pisau,kahayantengah,43.665,68.042,26.52,32.374,Tree Cover,0.567,0.193,36.395,2024,11,1,-2.0105,113.9779,9783.0
Pulang Pisau,maliku,39.427,64.14,28.61,7.764,Tree Cover,0.426,0.056,34.08,2024,11,1,-2.9541,114.1622,26988.0
Pulang Pisau,sebangaukuala,40.702,61.715,27.03,17.389,Unknown,0.593,0.125,32.425,2024,11,1,-2.8351,113.8377,7108.0
Purworejo,pituruh,125.171,164.322,28.74,188.413,Unknown,0.506,2.85,31.496,2024,11,1,-7.6414,109.8365,55046.0
Rokan Hulu,kepenuhan,67.168,119.032,29.2,33.601,Tree Cover,0.781,0.203,33.431,2024,11,1,1.1327,100.623,27763.0
Rokan Hulu,rambah,71.367,120.994,29.21,215.068,Unknown,0.67,2.955,38.848,2024,11,1,0.8262,100.2607,52748.0
Rokan Hulu,rambahhilir,66.485,126.803,28.09,57.234,Unknown,0.77,0.27,37.452,2024,11,1,0.9735,100.3607,41016.0
Rokan Hulu,tambusai,69.331,138.233,28.13,71.757,Unknown,0.791,0.361,32.544,2024,11,1,1.0991,100.2624,60878.0
Sambas,sejangkung,56.313,103.832,29.62,23.204,Unknown,0.584,0.447,30.102,2024,11,1,1.4246,109.4976,27874.0
Sambas,selakau,66.525,123.86,30.98,6.752,Unknown,0.492,0.335,33.273,2024,11,1,1.0437,109.0085,38516.0
Sekadau,nangamahap,66.917,90.831,28.19,186.256,Tree Cover,0.533,3.087,38.552,2024,11,1,-0.4843,110.7312,27905.0
Sekadau,nangataman,64.804,83.335,27.2,315.828,Tree Cover,0.556,4.157,38.142,2024,11,1,-0.3209,110.8151,29061.0
Sekadau,sekadauhilir,60.811,75.815,28.26,37.961,Tree Cover,0.453,0.377,31.354,2024,11,1,0.0405,110.9386,71934.0
Sekadau,sekadauhulu,64.685,84.08,28.71,69.667,Unknown,0.586,0.964,31.755,2024,11,1,-0.155,110.9306,31332.0
Serdang Bedagai,seirampah,49.975,90.399,28.8,21.183,Unknown,0.409,0.179,32.285,2024,11,1,3.4567,99.0723,75061.0
Serdang Bedagai,tanjungberingin,54.883,88.513,29.51,4.304,Unknown,0.153,0.046,33.245,2024,11,1,3.4827,99.2117,44730.0
Sijunjung,kamangbaru,61.114,96.452,26.95,249.408,Tree Cover,0.694,3.383,39.132,2024,11,1,-0.7819,101.3101,53158.0
Sijunjung,sumpurkudus,58.818,103.123,24.22,510.361,Tree Cover,0.586,5.531,38.714,2024,11,1,-0.4352,100.9322,26916.0
Sumbawa,tarano,29.389,53.821,29.9,210.312,Unknown,0.631,4.012,21.063,2024,11,1,-8.7429,118.1481,19612.0
Sumedang,cimanggung,97.118,129.852,26.71,1002.322,Unknown,0.574,6.218,31.242,2024,11,1,-6.9492,107.8531,92862.0
Tapanuli Selatan,batangangkola,81.49,130.609,27.62,400.885,Tree Cover,0.659,5.977,38.247,2024,11,1,1.2284,99.24,22322.0
Tapanuli Selatan,sayurmatinggi,88.559,142.386,27.99,439.35,Unknown,0.655,6.938,38.317,2024,11,1,1.1111,99.3353,27302.0
Tapanuli Tengah,pandan,92.059,131.639,33.0,52.109,Unknown,0.572,2.556,37.868,2024,11,1,1.6869,98.8394,55455.0
Trenggalek,trenggalek,56.319,82.602,29.91,218.611,Unknown,0.633,3.719,27.937,2024,11,1,-8.0328,111.7218,66887.0
Wonogiri,kismantoro,58.441,91.833,27.58,504.861,Tree Cover,0.61,5.603,34.938,2024,11,1,-7.9035,111.2437,41762.0
Aceh Selatan,kluettengah,44.227,63.664,20.89,1206.326,Tree Cover,0.848,10.498,36.9,2024,12,1,3.4275,97.3563,7998.0
Aceh Selatan,trumontimur,42.878,75.842,26.72,171.326,Unknown,0.85,2.706,35.819,2024,12,1,2.8901,97.7758,9135.0
