kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,jumlah_penduduk
bogor,pamijahan,68.33,106.816,26.17,827.34,Tree cover,0.687,5.169,37.347,2021,5,0,-6.6933,106.6596,166309.0
bogor,parung,47.873,81.478,31.67,104.116,Tree cover,0.645,0.338,39.908,2021,5,0,-6.4349,106.7128,128905.0
bogor,parungpanjang,42.236,71.006,30.83,65.388,Tree cover,0.687,0.569,39.908,2021,5,0,-6.3768,106.5551,125437.0
bogor,rancabungur,66.303,108.706,30.88,144.929,Tree cover,0.711,0.575,37.598,2021,5,0,-6.5217,106.7137,63856.0
bogor,rumpin,50.711,83.088,29.68,152.23,Tree cover,0.778,1.981,39.177,2021,5,1,-6.4596,106.6311,156896.0
bogor,sukajaya,60.773,98.51,25.19,847.126,Tree cover,0.694,5.604,37.444,2021,5,0,-6.6313,106.4705,71814.0
bogor,sukamakmur,49.718,74.587,27.47,641.209,Tree cover,0.755,5.807,36.572,2021,5,0,-6.5936,107.0201,92167.0
bogor,sukaraja,59.961,93.942,32.36,276.337,Tree cover,0.646,1.706,37.188,2021,5,1,-6.5792,106.8408,202415.0
bogor,tajurhalang,52.747,92.771,32.53,128.261,Tree cover,0.639,0.34,40.111,2021,5,0,-6.469,106.7596,126087.0
bogor,tamansari,79.784,122.972,28.07,715.585,Tree cover,0.647,6.987,37.28,2021,5,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,51.182,86.105,28.67,362.528,Tree cover,0.797,5.549,36.234,2021,5,0,-6.6115,107.1406,88521.0
bogor,tenjo,38.239,66.217,30.13,60.385,Tree cover,0.738,0.368,37.549,2021,5,0,-6.3723,106.4794,78576.0
bogor,tenjolaya,74.747,114.927,27.77,736.012,Tree cover,0.631,6.928,37.349,2021,5,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,67.481,106.858,33.89,207.937,Built-up,0.488,0.658,37.212,2021,5,1,-6.5732,106.7655,254629.0
kota bogor,bogorselatan,77.275,116.247,31.68,368.391,Tree cover,0.63,1.807,37.188,2021,5,1,-6.6447,106.8135,219309.0
kota bogor,bogortengah,65.611,102.132,35.44,250.378,Built-up,0.447,0.88,37.188,2021,5,1,-6.5932,106.7986,109057.0
kota bogor,bogortimur,76.187,115.009,34.17,322.856,Built-up,0.544,1.429,37.188,2021,5,0,-6.6207,106.8264,108919.0
kota bogor,bogorutara,60.212,92.791,34.86,209.387,Built-up,0.525,0.831,37.188,2021,5,1,-6.5708,106.8196,204454.0
kota bogor,tanahsareal,63.346,103.495,34.77,184.459,Built-up,0.44,0.639,37.188,2021,5,0,-6.5468,106.7855,231040.0
kota tangerang,batuceper,24.127,38.706,35.96,10.341,Built-up,0.276,0.068,36.835,2021,5,0,-6.1618,106.6703,95474.0
kota tangerang,benda,21.966,34.937,35.77,8.372,Built-up,0.351,0.098,36.835,2021,5,0,-6.13,106.6657,85769.0
kota tangerang,cibodas,28.301,50.684,36.65,19.751,Built-up,0.298,0.128,36.835,2021,5,0,-6.2058,106.608,158036.0
kota tangerang,ciledug,24.991,42.678,36.83,21.279,Built-up,0.312,0.132,36.887,2021,5,0,-6.2386,106.7059,150190.0
kota tangerang,cipondoh,23.988,38.709,35.66,11.897,Built-up,0.345,0.115,36.835,2021,5,0,-6.1862,106.683,231127.0
kota tangerang,jatiuwung,26.052,44.927,36.19,20.101,Built-up,0.298,0.172,36.835,2021,5,0,-6.198,106.5753,107510.0
kota tangerang,karangtengah,24.007,41.003,36.79,13.076,Built-up,0.368,0.156,36.835,2021,5,0,-6.2101,106.7097,167556.0
kota tangerang,karawaci,27.009,48.748,35.54,16.788,Built-up,0.287,0.102,36.835,2021,5,0,-6.1812,106.618,193480.0
kota tangerang,larangan,23.293,40.568,37.45,21.351,Built-up,0.275,0.155,36.836,2021,5,0,-6.2392,106.733,163375.0
kota tangerang,neglasari,24.778,42.701,33.9,11.542,Built-up,0.353,0.072,36.835,2021,5,0,-6.1429,106.6302,124907.0
kota tangerang,periuk,25.344,43.618,34.81,12.531,Built-up,0.296,0.129,36.835,2021,5,0,-6.1675,106.5943,144640.0
kota tangerang,pinang,28.356,47.712,35.39,19.041,Built-up,0.427,0.132,36.835,2021,5,0,-6.2153,106.6662,186671.0
kota tangerang,tangerang,27.247,48.283,35.09,17.193,Built-up,0.337,0.112,36.835,2021,5,0,-6.1888,106.6406,165575.0
tangerang selatan,ciputat,28.543,49.653,36.02,44.431,Built-up,0.458,0.212,39.948,2021,5,0,-6.3082,106.7277,224048.0
tangerang selatan,ciputattimur,27.735,48.345,35.91,41.355,Built-up,0.438,0.245,40.109,2021,5,0,-6.2988,106.7556,170001.0
tangerang selatan,pamulang,30.332,53.802,35.93,59.039,Built-up,0.463,0.233,39.993,2021,5,0,-6.3395,106.7391,326296.0
tangerang selatan,pondokaren,26.825,45.647,35.61,28.61,Built-up,0.411,0.18,39.629,2021,5,1,-6.2664,106.7114,297400.0
tangerang selatan,serpong,32.312,54.304,34.52,42.596,Built-up,0.534,0.214,39.908,2021,5,0,-6.3113,106.6807,165000.0
tangerang selatan,serpongutara,29.425,50.709,34.66,26.59,Built-up,0.456,0.18,38.351,2021,5,0,-6.2536,106.663,139215.0
tangerang selatan,setu,34.001,57.513,33.56,54.164,Tree cover,0.588,0.359,39.908,2021,5,0,-6.3637,107.0373,165907.0
tangerang,balaraja,24.867,42.659,32.0,20.277,Built-up,0.519,0.173,36.589,2021,5,0,-6.2048,106.4427,124129.0
tangerang,cikupa,26.689,47.644,33.73,25.2,Built-up,0.458,0.147,36.751,2021,5,0,-6.218,106.5159,209140.0
tangerang,cisauk,34.521,60.655,31.84,51.37,Tree cover,0.649,0.313,39.908,2021,5,0,-6.3391,106.6302,91438.0
tangerang,cisoka,28.204,50.266,31.33,26.713,Tree cover,0.606,0.26,36.767,2021,5,0,-6.2598,106.4167,97591.0
tangerang,curug,28.381,51.34,34.15,30.753,Built-up,0.481,0.142,37.837,2021,5,0,-6.2426,106.5661,176617.0
tangerang,gunungkaler,24.042,37.787,30.33,8.194,Cropland,0.503,0.068,36.589,2021,5,0,-6.0957,106.3742,56160.0
tangerang,jambe,34.872,62.522,31.29,43.823,Tree cover,0.674,0.302,37.895,2021,5,0,-6.3238,106.4992,55650.0
tangerang,jayanti,24.565,41.214,31.6,18.626,Tree cover,0.573,0.144,36.589,2021,5,0,-6.2068,106.3983,70728.0
tangerang,kelapadua,29.631,54.405,34.59,27.206,Built-up,0.45,0.146,37.669,2021,5,0,-6.2426,106.6094,167553.0
tangerang,kemiri,26.554,44.983,29.93,5.064,Cropland,0.441,0.09,36.589,2021,5,0,-6.0878,106.4638,61384.0
tangerang,kosambi,21.822,35.467,34.73,3.034,Built-up,0.312,0.058,36.835,2021,5,0,-6.0809,106.685,111705.0
tangerang,kresek,23.686,38.086,30.46,11.706,Cropland,0.536,0.093,36.589,2021,5,0,-6.1444,106.4044,71795.0
tangerang,kronjo,25.792,40.271,30.68,4.048,Cropland,0.441,0.069,36.589,2021,5,0,-6.0703,106.4282,65599.0
tangerang,legok,35.182,64.029,31.96,43.009,Tree cover,0.617,0.179,39.908,2021,5,0,-6.3048,106.565,124324.0
tangerang,mauk,25.35,42.495,31.15,3.228,Cropland,0.456,0.07,36.779,2021,5,0,-6.058,106.5207,91382.0
tangerang,mekarbaru,24.72,38.596,30.27,4.93,Cropland,0.454,0.066,36.589,2021,5,0,-6.062,106.3871,44152.0
tangerang,pagedangan,32.79,60.681,32.5,39.721,Tree cover,0.579,0.198,39.839,2021,5,0,-6.2973,106.6175,111222.0
tangerang,pakuhaji,24.526,42.163,30.52,3.922,Cropland,0.547,0.061,36.835,2021,5,0,-6.0602,106.6063,127330.0
tangerang,panongan,31.893,58.872,32.43,36.953,Tree cover,0.579,0.192,39.426,2021,5,0,-6.2789,106.5262,129996.0
tangerang,pasarkemis,24.886,42.917,32.18,14.061,Built-up,0.379,0.127,36.835,2021,5,0,-6.1589,106.5525,255345.0
tangerang,rajeg,24.731,42.732,30.62,8.659,Cropland,0.518,0.105,36.726,2021,5,0,-6.1163,106.5103,188209.0
tangerang,sepatan,24.291,41.84,32.11,8.849,Built-up,0.483,0.052,36.835,2021,5,0,-6.1183,106.5801,112289.0
tangerang,sepatantimur,24.22,41.111,33.03,9.449,Built-up,0.47,0.066,36.835,2021,5,0,-6.1199,106.6084,105994.0
tangerang,sindangjaya,25.401,45.101,31.56,17.038,Tree cover,0.587,0.132,36.693,2021,5,0,-6.1689,106.4989,95575.0
tangerang,solear,32.135,57.525,31.08,39.539,Tree cover,0.629,0.297,36.855,2021,5,0,-6.3069,106.4215,101969.0
tangerang,sukadiri,24.787,44.048,31.17,4.864,Cropland,0.553,0.063,36.835,2021,5,0,-6.0699,106.559,66679.0
tangerang,sukamulya,23.987,39.807,30.61,14.287,Cropland,0.578,0.136,36.589,2021,5,0,-6.1604,106.4362,74309.0
tangerang,teluknaga,23.329,39.349,31.91,3.313,Permanent water bodies,0.407,0.071,36.835,2021,5,0,-6.0499,106.6582,167977.0
tangerang,tigaraksa,28.927,50.984,31.44,29.506,Tree cover,0.629,0.225,36.812,2021,5,0,-6.2657,106.4673,163531.0
depok,beji,33.926,63.185,35.97,78.676,Built-up,0.47,0.279,40.171,2021,5,0,-6.3731,106.819,156512.0
depok,bojongsari,38.859,69.561,33.83,87.016,Built-up,0.555,0.265,39.936,2021,5,0,-6.3943,106.7378,128079.0
depok,cilodong,41.621,73.304,35.28,106.017,Built-up,0.482,0.295,40.171,2021,5,0,-6.4303,106.8379,161689.0
depok,cimanggis,31.895,56.899,36.02,74.634,Built-up,0.442,0.278,40.171,2021,5,0,-6.3677,106.8694,236198.0
depok,cinere,30.14,53.444,35.62,54.274,Built-up,0.457,0.287,40.171,2021,5,0,-6.3315,106.7894,84101.0
depok,cipayung,42.397,75.414,35.19,106.638,Built-up,0.491,0.3,40.171,2021,5,0,-6.4297,106.8028,308484.0
depok,limo,34.043,61.218,34.94,73.923,Built-up,0.529,0.284,40.171,2021,5,0,-6.3686,106.7808,98758.0
depok,pancoranmas,38.844,69.709,35.62,89.403,Built-up,0.484,0.285,40.171,2021,5,0,-6.3984,106.7998,239940.0
depok,sawangan,40.067,71.436,33.74,91.287,Tree cover,0.574,0.296,40.168,2021,5,0,-6.4067,106.7641,170342.0
depok,sukmajaya,36.805,65.845,36.49,88.001,Built-up,0.426,0.34,40.171,2021,5,0,-6.3973,106.8436,248803.0
depok,tapos,39.149,66.641,34.43,98.048,Built-up,0.582,0.278,40.171,2021,5,0,-6.4192,106.8805,254663.0
bekasi,babelan,20.82,42.547,32.14,3.768,Cropland,0.56,0.07,35.428,2021,5,0,-6.1257,107.0341,256183.0
bekasi,bojongmangu,31.16,52.184,30.09,48.869,Tree cover,0.744,0.584,35.564,2021,5,0,-6.4389,107.1778,30251.0
bekasi,cabangbungin,16.572,32.63,29.58,3.757,Cropland,0.709,0.053,35.417,2021,5,0,-6.0781,107.1363,60214.0
bekasi,cibarusah,33.437,51.907,31.09,52.034,Cropland,0.716,0.394,35.564,2021,5,0,-6.434,107.1108,102578.0
bekasi,cibitung,21.362,37.36,33.69,14.027,Cropland,0.463,0.106,35.448,2021,5,0,-6.2357,107.1004,255947.0
bekasi,cikarangbarat,24.505,39.372,35.61,29.644,Built-up,0.417,0.174,35.558,2021,5,0,-6.2973,107.0941,211039.0
bekasi,cikarangpusat,23.129,37.029,33.48,34.68,Built-up,0.527,0.347,35.564,2021,5,0,-6.3596,107.1836,68445.0
bekasi,cikarangselatan,24.924,38.372,34.57,41.443,Built-up,0.479,0.306,35.564,2021,5,0,-6.3385,107.1279,171742.0
bekasi,cikarangtimur,19.855,32.977,32.62,15.164,Cropland,0.496,0.085,35.703,2021,5,0,-6.2885,107.209,110191.0
bekasi,cikarangutara,21.757,36.068,35.95,17.902,Built-up,0.429,0.13,35.55,2021,5,0,-6.2754,107.1556,239769.0
bekasi,karangbahagia,17.951,32.594,32.14,10.334,Cropland,0.471,0.08,35.417,2021,5,0,-6.2172,107.197,133153.0
bekasi,kedungwaringin,19.021,32.824,31.5,10.722,Cropland,0.473,0.076,36.2,2021,5,0,-6.2516,107.2483,76652.0
bekasi,muaragembong,18.446,39.095,29.47,1.597,Permanent water bodies,0.487,0.046,35.463,2021,5,0,-6.0033,107.0499,43722.0
bekasi,pebayuran,17.16,30.199,29.93,7.055,Cropland,0.642,0.061,35.376,2021,5,0,-6.1593,107.2485,110356.0
bekasi,serangbaru,30.011,46.993,31.9,47.778,Tree cover,0.652,0.25,35.564,2021,5,0,-6.3956,107.1143,152783.0
bekasi,setu,30.134,44.886,32.91,51.932,Tree cover,0.621,0.202,35.662,2021,5,0,-6.3462,106.6764,165907.0
bekasi,sukakarya,16.835,32.547,29.89,5.911,Cropland,0.667,0.05,35.417,2021,5,0,-6.1449,107.1856,56989.0
bekasi,sukatani,18.562,34.258,31.45,9.292,Cropland,0.505,0.08,35.417,2021,5,0,-6.1918,107.1559,102679.0
bekasi,sukawangi,18.202,36.308,30.04,3.12,Cropland,0.69,0.044,35.417,2021,5,0,-6.1187,107.091,54097.0
bekasi,tambelang,18.197,35.206,30.72,5.555,Cropland,0.57,0.072,35.417,2021,5,0,-6.167,107.1273,43986.0
bekasi,tambunselatan,22.889,38.217,36.36,20.065,Built-up,0.406,0.152,35.503,2021,5,0,-6.2571,107.0543,433710.0
bekasi,tambunutara,21.124,37.481,34.11,8.214,Built-up,0.506,0.091,35.417,2021,5,0,-6.1927,107.0611,193581.0
bekasi,tarumajaya,20.396,41.586,31.63,2.309,Cropland,0.551,0.051,36.222,2021,5,0,-6.1219,106.9975,123032.0
kota bekasi,bantargebang,29.494,48.604,35.37,46.555,Built-up,0.523,0.262,38.853,2021,5,1,-6.3385,106.9912,113988.0
kota bekasi,bekasibarat,21.57,40.009,38.02,17.765,Built-up,0.276,0.161,37.037,2021,5,1,-6.2336,106.9628,266287.0
kota bekasi,bekasiselatan,23.499,39.524,36.86,22.99,Built-up,0.335,0.103,39.052,2021,5,1,-6.2582,106.9778,214493.0
kota bekasi,bekasitimur,21.538,35.914,37.24,19.269,Built-up,0.336,0.113,35.497,2021,5,1,-6.2421,107.0191,273703.0
kota bekasi,bekasiutara,21.326,37.701,37.24,13.259,Built-up,0.36,0.12,35.85,2021,5,0,-6.2074,107.0064,338087.0
kota bekasi,jatiasih,28.53,49.582,35.45,39.466,Built-up,0.488,0.259,40.171,2021,5,1,-6.3072,106.9524,239159.0
kota bekasi,jatisampurna,31.409,53.965,34.79,69.311,Built-up,0.54,0.278,40.171,2021,5,0,-6.3654,106.9249,114108.0
kota bekasi,medansatria,20.946,39.489,37.46,10.53,Built-up,0.324,0.136,36.949,2021,5,0,-6.1989,106.9836,158729.0
kota bekasi,mustikajaya,26.403,42.653,35.11,32.768,Built-up,0.493,0.179,36.006,2021,5,0,-6.3076,107.0166,216604.0
kota bekasi,pondokgede,27.145,47.069,36.75,24.987,Built-up,0.372,0.142,40.092,2021,5,1,-6.2691,106.9299,227423.0
kota bekasi,pondokmelati,29.631,53.062,35.86,38.409,Built-up,0.473,0.242,40.171,2021,5,0,-6.3095,106.9282,128690.0
kota bekasi,rawalumbu,24.616,40.529,36.54,27.96,Built-up,0.357,0.131,38.563,2021,5,1,-6.2812,106.9942,222398.0
jakarta barat,cengkareng,19.764,34.323,36.62,5.286,Built-up,0.237,0.059,36.865,2021,5,1,-6.1515,106.7369,591748.0
jakarta barat,grogolpetamburan,19.928,38.029,36.93,6.01,Built-up,0.175,0.06,36.954,2021,5,0,-6.1634,106.7865,237367.0
jakarta barat,kalideres,20.981,34.455,36.14,5.258,Built-up,0.281,0.071,36.835,2021,5,0,-6.1346,106.7039,468017.0
jakarta barat,kebonjeruk,20.784,39.176,36.65,10.059,Built-up,0.265,0.118,36.954,2021,5,1,-6.1895,106.7691,370282.0
jakarta barat,kembangan,21.538,37.799,36.13,10.349,Built-up,0.365,0.126,36.879,2021,5,1,-6.1982,106.7418,315702.0
jakarta barat,palmerah,20.461,37.434,37.43,10.559,Built-up,0.227,0.122,36.954,2021,5,0,-6.1917,106.7956,233786.0
jakarta barat,tamansari,17.361,32.672,38.52,6.894,Tree cover,0.141,0.061,36.954,2021,5,0,-6.1481,106.8184,126736.0
jakarta barat,tambora,17.755,33.937,38.0,5.895,Built-up,0.138,0.048,36.954,2021,5,0,-6.1475,106.8035,267877.0
jakarta utara,cilincing,19.366,39.113,35.82,3.19,Built-up,0.346,0.068,36.954,2021,5,0,-6.1243,106.9421,453521.0
jakarta utara,kelapagading,19.876,37.236,37.16,5.514,Built-up,0.267,0.062,36.954,2021,5,0,-6.161,106.9037,146701.0
jakarta utara,koja,18.63,38.186,37.69,3.739,Built-up,0.189,0.063,36.954,2021,5,0,-6.1215,106.905,351261.0
jakarta utara,pademangan,16.75,33.716,34.52,3.198,Built-up,0.216,0.104,36.954,2021,5,0,-6.1301,106.8381,170512.0
jakarta utara,penjaringan,18.887,35.587,34.24,3.083,Built-up,0.281,0.074,36.924,2021,5,0,-6.115,106.7639,331310.0
jakarta utara,tanjungpriok,17.767,36.1,35.74,4.06,Built-up,0.194,0.101,36.954,2021,5,0,-6.1319,106.875,419791.0
jakarta selatan,cilandak,28.038,49.479,35.68,37.329,Built-up,0.427,0.193,40.171,2021,5,1,-6.2927,106.7933,229201.0
jakarta selatan,jagakarsa,31.37,56.456,35.87,57.304,Built-up,0.453,0.27,40.171,2021,5,0,-6.334,106.8224,383275.0
jakarta selatan,kebayoranbaru,23.169,41.613,36.74,22.272,Built-up,0.337,0.16,37.935,2021,5,0,-6.2447,106.8014,155693.0
jakarta selatan,kebayoranlama,23.94,42.77,36.58,25.395,Built-up,0.349,0.143,38.629,2021,5,1,-6.2495,106.7801,333904.0
jakarta selatan,mampangprapatan,24.295,43.428,36.61,21.604,Built-up,0.301,0.146,38.418,2021,5,1,-6.2523,106.821,159222.0
jakarta selatan,pancoran,26.331,46.707,36.25,25.372,Built-up,0.305,0.19,39.04,2021,5,0,-6.2553,106.8436,179798.0
jakarta selatan,pasarminggu,29.044,51.621,35.88,35.89,Built-up,0.405,0.23,40.171,2021,5,1,-6.2908,106.8293,335189.0
jakarta selatan,pesanggrahan,23.703,42.404,36.82,23.82,Built-up,0.38,0.178,38.366,2021,5,1,-6.2504,106.7587,272483.0
jakarta selatan,setiabudi,21.481,38.638,35.31,17.99,Built-up,0.269,0.133,36.954,2021,5,0,-6.2196,106.83,116915.0
jakarta selatan,tebet,21.622,38.189,36.34,17.948,Built-up,0.239,0.137,36.954,2021,5,0,-6.2289,106.8509,240402.0
jakarta timur,cakung,21.253,39.585,37.87,7.969,Built-up,0.311,0.102,36.954,2021,5,0,-6.1885,106.9409,596213.0
jakarta timur,cipayung,30.808,55.524,35.57,48.413,Built-up,0.515,0.257,40.171,2021,5,0,-6.3253,106.9036,308484.0
jakarta timur,ciracas,31.755,58.202,36.85,53.48,Built-up,0.404,0.263,40.171,2021,5,0,-6.3339,106.8784,327813.0
jakarta timur,durensawit,22.752,41.939,37.86,16.888,Built-up,0.296,0.139,36.998,2021,5,0,-6.2325,106.9206,457134.0
jakarta timur,jatinegara,21.673,38.026,37.21,18.159,Built-up,0.262,0.126,36.954,2021,5,1,-6.2273,106.8774,329325.0
jakarta timur,kramatjati,30.343,53.865,36.73,30.295,Built-up,0.329,0.152,39.875,2021,5,1,-6.2763,106.8654,325368.0
jakarta timur,makasar,28.542,50.493,36.37,25.658,Built-up,0.453,0.16,39.471,2021,5,0,-6.2663,106.8911,228488.0
jakarta timur,matraman,21.362,37.44,36.79,12.702,Built-up,0.192,0.132,36.954,2021,5,0,-6.2036,106.8645,190489.0
jakarta timur,pasarrebo,31.637,58.089,36.69,48.623,Built-up,0.389,0.252,40.171,2021,5,0,-6.3264,106.8573,242045.0
jakarta timur,pulogadung,20.884,36.855,37.13,10.47,Built-up,0.253,0.136,36.954,2021,5,0,-6.1932,106.889,309037.0
jakarta pusat,cempakaputih,20.294,35.429,36.03,8.401,Built-up,0.199,0.095,36.954,2021,5,0,-6.1809,106.8681,98622.0
jakarta pusat,gambir,19.559,32.948,36.34,7.605,Built-up,0.208,0.061,36.954,2021,5,0,-6.1715,106.8181,95807.0
jakarta pusat,joharbaru,20.291,35.416,36.53,8.969,Built-up,0.169,0.076,36.954,2021,5,0,-6.1821,106.8546,140469.0
jakarta pusat,kemayoran,20.096,34.969,36.3,6.168,Built-up,0.191,0.103,36.954,2021,5,0,-6.1627,106.8558,255632.0
jakarta pusat,menteng,20.355,35.138,36.2,10.741,Built-up,0.272,0.099,36.954,2021,5,0,-6.1958,106.8353,87964.0
jakarta pusat,sawahbesar,17.879,32.718,37.5,7.059,Built-up,0.177,0.09,36.954,2021,5,0,-6.1539,106.8332,126019.0
jakarta pusat,senen,19.982,34.283,36.73,10.007,Built-up,0.193,0.092,36.954,2021,5,0,-6.1842,106.8459,124341.0
jakarta pusat,tanahabang,21.022,37.33,36.04,12.45,Built-up,0.299,0.13,36.954,2021,5,0,-6.2054,106.8094,173198.0
bogor,babakanmadang,39.348,82.482,28.55,501.913,Tree cover,0.734,5.001,36.9,2021,6,0,-6.5917,106.902,121972.0
bogor,bojonggede,41.201,84.069,33.0,133.589,Built-up,0.553,0.293,39.431,2021,6,0,-6.4774,106.7927,266481.0
bogor,caringin,37.783,71.341,26.43,765.651,Tree cover,0.741,4.954,36.954,2021,6,0,-6.7366,106.866,138901.0
bogor,cariu,31.275,66.272,29.71,143.845,Tree cover,0.723,2.107,36.047,2021,6,0,-6.5273,107.1371,54478.0
bogor,ciampea,47.699,94.511,30.62,212.619,Tree cover,0.647,1.34,37.049,2021,6,0,-6.5742,106.698,175400.0
bogor,ciawi,37.09,69.852,25.48,925.94,Tree cover,0.679,6.501,36.914,2021,6,0,-6.7091,106.8937,117903.0
bogor,cibinong,38.287,78.864,33.74,134.037,Built-up,0.532,0.322,39.215,2021,6,1,-6.4839,106.8354,365387.0
bogor,cibungbulang,46.163,90.663,30.09,236.566,Tree cover,0.652,1.249,37.049,2021,6,0,-6.5761,106.661,152898.0
bogor,cigombong,41.726,76.356,27.12,688.475,Tree cover,0.717,4.624,36.964,2021,6,0,-6.7461,106.8128,101474.0
bogor,cigudeg,40.265,76.649,27.15,309.2,Tree cover,0.78,3.666,38.465,2021,6,0,-6.4937,106.5461,142405.0
bogor,cijeruk,55.947,106.2,26.93,717.352,Tree cover,0.736,7.732,36.901,2021,6,0,-6.686,106.7843,96355.0
bogor,cileungsi,27.405,59.283,32.98,69.866,Tree cover,0.595,0.251,38.11,2021,6,0,-6.4094,106.9962,273150.0
bogor,ciomas,57.126,117.578,32.13,268.719,Built-up,0.512,1.946,36.916,2021,6,0,-6.6095,106.762,161632.0
bogor,cisarua,34.754,67.155,24.31,1216.752,Tree cover,0.683,7.714,36.898,2021,6,0,-6.6985,106.9552,132320.0
bogor,ciseeng,40.338,81.639,30.36,99.044,Tree cover,0.674,0.396,39.675,2021,6,0,-6.4556,106.6785,121142.0
bogor,citeureup,38.393,81.144,31.2,229.087,Tree cover,0.668,2.772,37.651,2021,6,0,-6.525,106.8924,221710.0
bogor,dramaga,51.406,103.805,30.9,248.285,Tree cover,0.638,1.71,37.042,2021,6,0,-6.5888,106.7298,113555.0
bogor,gunungputri,28.616,63.022,33.86,81.462,Built-up,0.541,0.389,39.878,2021,6,0,-6.4052,106.9313,294195.0
bogor,gunungsindur,31.35,66.35,31.08,72.997,Tree cover,0.683,0.372,39.713,2021,6,0,-6.3871,106.6872,121333.0
bogor,jasinga,38.019,71.434,27.57,163.412,Tree cover,0.773,1.993,36.895,2021,6,0,-6.4806,106.4559,112356.0
bogor,jonggol,31.909,66.678,29.44,186.743,Tree cover,0.746,2.153,35.854,2021,6,0,-6.4961,107.0456,147880.0
bogor,klapanunggal,33.155,71.444,30.15,203.856,Tree cover,0.7,3.061,38.949,2021,6,0,-6.483,106.9553,129835.0
bogor,kemang,45.411,90.464,30.81,143.048,Tree cover,0.661,0.625,38.476,2021,6,0,-6.5025,106.7345,110256.0
bogor,leuwiliang,49.002,91.214,26.88,556.464,Tree cover,0.749,3.837,37.049,2021,6,0,-6.6402,106.6099,133441.0
bogor,leuwisadeng,46.777,86.811,28.7,306.672,Tree cover,0.699,4.096,37.049,2021,6,0,-6.5736,106.5877,82804.0
bogor,megamendung,35.991,70.353,26.32,877.32,Tree cover,0.703,5.463,36.899,2021,6,0,-6.6635,106.9177,113756.0
bogor,nanggung,49.624,86.172,24.82,848.241,Tree cover,0.753,5.957,37.051,2021,6,0,-6.6725,106.5377,100914.0
bogor,pamijahan,49.784,92.408,25.75,827.34,Tree cover,0.745,5.169,37.049,2021,6,0,-6.6933,106.6596,166309.0
bogor,parung,37.643,78.727,31.13,104.116,Tree cover,0.66,0.338,39.713,2021,6,0,-6.4349,106.7128,128905.0
bogor,parungpanjang,31.936,63.569,30.13,65.388,Tree cover,0.68,0.569,39.713,2021,6,0,-6.3768,106.5551,125437.0
bogor,rancabungur,45.441,87.55,29.86,144.929,Tree cover,0.711,0.575,37.308,2021,6,0,-6.5217,106.7137,63856.0
bogor,rumpin,37.519,75.952,29.01,152.23,Tree cover,0.759,1.981,38.952,2021,6,0,-6.4596,106.6311,156896.0
bogor,sukajaya,49.324,85.397,24.94,847.126,Tree cover,0.737,5.604,37.098,2021,6,0,-6.6313,106.4705,71814.0
bogor,sukamakmur,35.448,73.392,26.83,641.209,Tree cover,0.764,5.807,36.453,2021,6,0,-6.5936,107.0201,92167.0
bogor,sukaraja,43.675,89.51,31.45,276.337,Tree cover,0.658,1.706,36.899,2021,6,0,-6.5792,106.8408,202415.0
bogor,tajurhalang,42.854,86.962,31.66,128.261,Tree cover,0.664,0.34,39.84,2021,6,0,-6.469,106.7596,126087.0
bogor,tamansari,57.946,113.778,28.01,715.585,Tree cover,0.676,6.987,36.984,2021,6,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,33.867,68.871,28.14,362.528,Tree cover,0.774,5.549,36.208,2021,6,0,-6.6115,107.1406,88521.0
bogor,tenjo,30.985,64.076,29.02,60.385,Tree cover,0.737,0.368,37.384,2021,6,0,-6.3723,106.4794,78576.0
bogor,tenjolaya,53.592,104.455,27.34,736.012,Tree cover,0.675,6.928,37.049,2021,6,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,51.156,105.113,33.05,207.937,Built-up,0.475,0.658,36.922,2021,6,0,-6.5732,106.7655,254629.0
kota bogor,bogorselatan,56.481,114.541,30.97,368.391,Tree cover,0.621,1.807,36.899,2021,6,0,-6.6447,106.8135,219309.0
kota bogor,bogortengah,49.628,101.786,33.84,250.378,Built-up,0.456,0.88,36.899,2021,6,0,-6.5932,106.7986,109057.0
kota bogor,bogortimur,56.714,117.326,32.85,322.856,Built-up,0.533,1.429,36.899,2021,6,0,-6.6207,106.8264,108919.0
kota bogor,bogorutara,44.604,90.253,33.78,209.387,Built-up,0.522,0.831,36.899,2021,6,0,-6.5708,106.8196,204454.0
kota bogor,tanahsareal,46.779,95.393,33.59,184.459,Built-up,0.472,0.639,36.899,2021,6,0,-6.5468,106.7855,231040.0
kota tangerang,batuceper,19.805,49.489,35.34,10.341,Built-up,0.324,0.068,36.677,2021,6,0,-6.1618,106.6703,95474.0
kota tangerang,benda,16.821,42.12,35.51,8.372,Built-up,0.395,0.098,36.677,2021,6,0,-6.13,106.6657,85769.0
kota tangerang,cibodas,19.895,47.439,36.33,19.751,Built-up,0.309,0.128,36.677,2021,6,0,-6.2058,106.608,158036.0
kota tangerang,ciledug,19.474,47.357,35.45,21.279,Built-up,0.334,0.132,36.729,2021,6,0,-6.2386,106.7059,150190.0
